id,year,title,p_painted,painted
824623,2021,Beware! The Vanishing Family,0.8415,1
823847,2020,Bible,0.0362,0
825045,2020,Don't Touch!,0.0402,0
824937,2018,Everglade,0.0735,0
825193,2016,Rhyme Slaya,0.1513,0
824982,2021,The Invisible Man,0.0217,0
825016,2016,Flesh Meat Doll(S),0.2174,0
824843,2017,Cabin 11,0.0275,0
825208,2021,Spore,0.0188,0
825465,2020,Faces of the Dead,0.1358,0
825410,1977,The Fetch,0.4485,0
825448,2021,Stalker,0.3908,0
825409,1980,Watching Me Watching You,0.0225,0
825725,2016,Unsanctified,0.0187,0
825691,1988,Come to Me Softly,0.1536,0
825895,2017,Dickie,0.271,0
825357,2021,A Cthulhu Story,0.9658,1
825577,2020,Celebrity Stalker,0.0119,0
826188,2018,The Gathering,0.0443,0
826135,1959,Hantu Rimau,0.3743,0
825594,2016,Level 05,0.0254,0
826930,2020,Second Chance aka Grey Valley,0.1323,0
825530,2015,Shadowglade,0.0285,0
827072,2019,Tango,0.2127,0
827157,2021,Orang Pilihan,0.0132,0
826146,2021,Bad People Doing Bad Things,0.8118,1
826686,2021,The “Dew” Project,0.1499,0
826632,2012,Rotten Romance,0.964,1
827797,1974,Lady of the Lake,0.0044,0
828723,2021,DINNER,0.1085,0
829243,2021,Fangs,0.0164,0
828651,2020,I Stopped by Your House Last Night and The Porch Lights Swallowed Me Up,0.0119,0
829652,2020,On The Roof,0.0579,0
829523,2019,A Renaissance,0.0862,0
830180,2021,Stranger,0.0294,0
830984,2018,MUCK,0.0235,0
831017,2016,Beyond the Wall of Fear,0.2095,0
829674,2020,Who Was It: The Beginning(Part 1),0.0081,0
830806,2021,The Mississippi Mummy,0.0218,0
831186,2018,Repugnant Mutilation,0.0393,0
831830,2013,Zcience Class,0.0061,0
830826,2021,Ghost Warrior,0.1646,0
831703,2021,The Tiny Astronaut,0.0369,0
832557,2019,The Apocalypse will be Automated,0.5247,1
832310,2021,Verrückt,0.754,1
832508,2013,The Summoners,0.2248,0
832454,2015,Bloody Birthday,0.115,0
834522,2021,The Dirty Hands Man,0.0661,0
833195,2014,Oz,0.0173,0
834619,2020,Frightvision,0.8927,1
834455,2021,Narcissus,0.1351,0
834849,2017,Doomsday Prophecy - Tui Bei Tu,0.08,0
833803,2020,Hitched,0.0337,0
834971,2021,Dinner Guest,0.0156,0
833468,2021,Confined,0.0207,0
834883,2012,Mae Of The Dead,0.2591,0
835284,2013,Dead End,0.0535,0
834875,2015,Queer Tales of Terror : Sucking Hell,0.9102,1
835638,2015,Massacre,0.2088,0
835262,2019,The Roomie,0.0686,0
835653,2021,Grounded,0.4612,0
835560,2022,The Lacerated,0.0902,0
835742,2021,Something in the Shadows,0.0655,0
835875,2020,Thingz,0.8828,1
835457,2021,Vine Trailer,0.0199,0
836333,2007,The Vampire Assassin,0.0513,0
836795,2014,Solitudo,0.0318,0
837242,2021,Aria,0.0125,0
836269,2021,Bed Bugs,0.0094,0
836570,2021,The Guest,0.0028,0
836924,1955,Roh Membela,0.0137,0
837544,2017,Badder Ben: The Final Chapter,0.0756,0
837286,1972,Semangat Ular,0.0245,0
837840,2021,I See You,0.0133,0
837513,2020,Guilt,0.0144,0
838321,2021,Bedtime Navigation,0.003,0
838117,2017,12:21:21,0.0161,0
838819,2021,Lullaby Story,0.1248,0
838516,2015,The Day,0.0098,0
838630,2021,VINE,0.0199,0
838237,2021,Cult Affairs,0.2904,0
838578,2020,Kevin Walter's Tower Rats,0.1356,0
839262,2019,Testimony of Silence,0.008,0
839006,2021,Lost in the Post,0.0388,0
839552,1970,Puaka,0.3109,0
839557,2020,The Ferals,0.0634,0
839741,2020,Nightfall,0.0206,0
839801,2021,LACHESIS,0.0062,0
839010,2017,When the Howls Find Us,0.0108,0
840254,2021,LEASH,0.0971,0
839253,2014,MUTANT,0.2802,0
839097,2021,Bigfoot Exorcist,0.8411,1
840297,2021,The Lamp II,0.0099,0
839647,2021,Pemuja Kubur,0.0271,0
840343,1965,Pusaka Pontianak,0.2126,0
840887,2021,Mastur,0.0211,0
841591,2020,Bad Ben: Pandemic,0.0086,0
841657,2013,Real Fear 2: The Truth Behind More Movies,0.0601,0
840805,2016,Little Pigs,0.0288,0
841938,2021,Sundown at Cemetery Junction,0.2209,0
841946,2021,Sustainable Life With Unlimited Transformations,0.0618,0
842139,2020,Crypto Legacy,0.0125,0
842442,2021,Steam,0.0821,0
842419,2020,Bed,0.0617,0
842159,2021,Wrong House,0.3678,0
842417,2021,A Machine for Boredom,0.0021,0
842707,2005,Portrait: The Making of Henry,0.01,0
843784,2008,Observa la silla de terror,0.0153,0
843807,2021,Le Rien,0.013,0
843039,2021,Camp Summerstar,0.0833,0
843489,2017,Powerless,0.2063,0
844555,2021,Need Anything,0.8556,1
844094,2021,The Priest,0.0232,0
843730,2021,Black Ice,0.008,0
844059,2020,Haunted 5: Phantoms,0.2308,0
842826,2021,The Lovers,0.8304,1
845152,2020,Ride with the Guilt,0.0864,0
845178,2018,Boo!,0.0809,0
845474,2020,Flowers in Autumn,0.3739,0
844917,2021,Eostre,0.1011,0
845831,2020,He Rang,0.0392,0
845251,2003,Cut,0.0338,0
847197,2020,Hunting Terror,0.0395,0
846441,2021,Heir,0.2926,0
845119,2016,Immure,0.0171,0
847562,1992,The Possessed,0.0761,0
847564,1992,The Slaughter,0.3568,0
847163,2021,A Quiet Dinner with Friends,0.057,0
847140,2020,Stalkers,0.1147,0
848090,2020,The Castrator,0.0931,0
848239,2013,Arthur Parker,0.0056,0
848289,2005,Evilution,0.0466,0
847445,2018,One Stop Arcade,0.0841,0
848057,2019,The Closet Raider,0.5869,1
848197,2021,Dog Eat Dog,0.3652,0
848241,2021,Slideshow,0.0396,0
847557,1992,The Closet Monster,0.0891,0
847549,1994,It Thing,0.0664,0
848707,2021,Night Terror,0.264,0
847087,2021,Breadcrumbs: An Unfinished Symphony,0.6123,1
847066,2020,Nightlife,0.0039,0
848840,2014,The Dream Killer Chapter 1,0.0718,0
847679,2018,The Minced,0.435,0
848955,2021,Violet's Prey,0.0012,0
849044,2020,The Depraved,0.1415,0
848723,2021,Evie,0.0613,0
848286,2006,Diary Of Nightmares,0.0087,0
848927,2020,A Sickness,0.7383,1
848912,2021,Barf Bunny,0.9769,1
848676,2020,Enchanted,0.0869,0
849635,2022,DMNTD,0.0107,0
849828,2021,A Hearts Desire,0.9699,1
850127,2017,GH5,0.3449,0
848440,2020,Circus,0.325,0
850148,2017,"Hey Monster, Hands Off My City",0.7112,1
850502,2004,More High Impact Forklift Safety,0.0329,0
848842,2001,Chaos.TV,0.0354,0
850699,2021,The Delicious Blood That You Keep In Your Veins,0.0852,0
850379,2021,Stay,0.03,0
850575,2019,Discontinued,0.4701,0
850258,1979,Tales of the Unexpected: Edward the Conqueror,0.2339,0
850973,2020,I’m Still Here,0.0785,0
851100,2021,Awake in Sleep...,0.0214,0
851468,2021,Dante's Inferno,0.0141,0
851025,1985,Screambook II,0.0821,0
851275,2016,Vile Prey,0.1234,0
851539,2014,F.U.B.A.R.,0.0226,0
851665,2021,Brain Wave,0.0312,0
851661,2021,they're coming,0.0036,0
851762,2020,Phantom Valley,0.0075,0
852202,2003,The Chameleon Killer,0.0599,0
852095,2021,Prenúncio,0.0522,0
852910,2021,House of Inequity,0.3904,0
852954,2021,Watermelon Canned Juice,0.6265,1
852995,2021,A Thunderbolt for Michelle,0.0393,0
853035,2021,Forever & Ever,0.6538,1
852593,2012,The Curious Tales of Alfred Wilberwale: A Case For Patience,0.9554,1
853500,2021,As It Fades,0.6874,1
853391,2012,Run Toward Them,0.0238,0
852850,2013,Witch Graveyard,0.0057,0
852966,2018,Stories of the Subconscious Mind,0.0069,0
853691,2014,Beyond the Darkness,0.6378,1
853413,2017,The Book of Secrets,0.0036,0
853545,2020,Había algo raro afuera,0.704,1
853799,2021,What's Left Inside,0.0572,0
853688,2014,The White Faced Man,0.0126,0
854160,2020,One for the Road,0.034,0
853956,2021,A Howl in the Night,0.004,0
854169,2021,The Calls Are Coming from Inside,0.0457,0
854328,2010,Psychic Voyeur Video Cursed Appreciation Party,0.0085,0
854114,2021,Sissy Sorcery,0.0143,0
854153,2020,Reptile House,0.7284,1
854283,2021,Intuit,0.0776,0
854561,2021,SOUR,0.4514,0
855197,2013,Slot,0.107,0
855033,2014,Grim Reapers,0.023,0
855267,2017,The Pencil,0.153,0
855044,2020,Ordalie,0.0804,0
854240,2001,Head Hunter,0.4467,0
855273,2021,The Jack Ruhl Show: The Movie,0.1529,0
855187,2010,Paranormal Phenomenon 2,0.0043,0
854790,2007,Sea of Madness,0.0648,0
855192,2010,Paranormal Phenomenon 3,0.0045,0
856091,2019,Ghost Puncher,0.0109,0
855536,2021,You Are Fine,0.0137,0
856274,2020,Water 2: The Cleansing,0.0574,0
855472,2010,The Aftermath: A 2012 Story,0.013,0
856006,2021,She. Picked. Me.,0.0743,0
856668,2019,Flesher,0.7336,1
856122,2015,The Red Room,0.1135,0
856795,2021,Playing with Spiders,0.1643,0
856085,2017,Hold Your Breath,0.053,0
856839,2021,10-33,0.0074,0
857415,2021,[Within the Frame],0.0027,0
856060,2021,Her Release,0.0371,0
857678,2010,There's Something Following Me,0.62,1
857417,2021,...And Then the Darkness,0.0554,0
857504,2017,a song in b minor,0.0248,0
857797,2022,Able Bodies,0.0164,0
858162,2021,Thumb,0.0639,0
858164,2021,The Tenant,0.036,0
858180,2020,Silly Human,0.0095,0
858233,2021,"Sweet Mary, Where Did You Go?",0.9447,1
858270,2021,Occupier,0.0088,0
858243,2021,The Encounter at Boundless,0.0371,0
858074,2021,Ghost Me,0.0533,0
858284,2018,Basol Balos,0.2073,0
858346,2008,Rite,0.9728,1
858461,2021,Night of the Jarrawog,0.0921,0
858066,2021,Hello?,0.0481,0
856973,2020,Lil Evil Dead,0.0461,0
858325,2015,No One Can Take Your Place,0.0056,0
858619,2021,Wich,0.065,0
858472,2020,Pickup Artist,0.3877,0
858581,2021,Broke Up,0.4058,0
858838,2019,That Smile,0.1261,0
858790,2021,The Exchange,0.1785,0
858836,2021,Razor Tail,0.0298,0
858841,2015,Cuddlez,0.347,0
859428,2009,Ravage the Scream Queen,0.0954,0
859698,2021,Itch,0.1983,0
859497,2021,Gravedigger Dave’s Anthology Festival,0.1467,0
859609,2021,Turmoil,0.0627,0
857382,2010,Hatch,0.063,0
859768,1998,Archangel Thunderbird,0.2483,0
859804,2021,MonsterDykë,0.1505,0
858614,2021,Myosotis,0.0328,0
858524,2017,A Call to the Dark,0.0167,0
858071,2021,Cricket,0.2997,0
860126,2017,Arkane,0.2246,0
860214,1980,A Tribute to Dr. Shock,0.1193,0
860346,2018,Silence's Crescendo,0.0351,0
858572,2019,Crossers,0.9294,1
860292,2018,#1915House,0.0547,0
860311,2019,The Adventures of Bworp,0.0397,0
858653,2010,Sealed Fates,0.0498,0
860931,2010,Chop Chop... You're Dead,0.1519,0
861177,2019,The Reckoning of Darkness,0.1316,0
860537,2021,Open,0.1849,0
861367,2021,Familiars,0.0253,0
860955,2021,Realization,0.1091,0
860849,2020,Camp Forest Green,0.4594,0
861136,2013,He Will Take You,0.0105,0
860764,2021,Space Vampire,0.093,0
861413,2012,A Dream...,0.0199,0
861456,2015,Axecutioner,0.6506,1
861418,2021,Dr Sander´s Hour of Horror,0.0929,0
861913,2017,Tragic Search in the Woods,0.0085,0
861507,2010,It Came For Friendship But Found Food,0.2767,0
862671,2016,Ready to Burst,0.0081,0
862672,2017,The Man in the Rabbit Mask,0.5125,1
862035,2021,If She Screams,0.2482,0
862065,2005,The Pool 2,0.4405,0
862857,2021,NYX 13 Minutes of Horror Film Fest: Folklore,0.0125,0
862908,2014,The Driving Dead,0.177,0
862131,2006,Casket Climber Insect God,0.456,0
862789,2012,Garin Movie Project,0.0115,0
863171,2020,Tixie,0.1835,0
862090,2019,Ghost Keepers of the Light,0.0431,0
863525,2020,Homestead,0.1406,0
863596,2021,Case #3809 - The Eldritch Mortician,0.0335,0
864012,2021,Fixing Daisy,0.4235,0
863443,2021,How to make brownies,0.0228,0
863841,2020,Into the Uncanny Valley,0.1275,0
864860,2021,Hazel,0.8326,1
864237,2021,Minh Tu Le Scissorhands,0.0663,0
865390,2016,From Dust,0.1202,0
865556,2021,Pig Face - Chapter Two,0.0011,0
866002,2018,Do Not,0.0403,0
865528,2021,They Called Me David,0.0027,0
865620,2021,Olive’s apartment is haunted,0.0609,0
866661,2008,The Man in the Garage,0.0724,0
865672,2021,Horrortales.666 Part 2,0.055,0
866700,2011,Puppy Dog Tails,0.0529,0
866153,2021,Flesh Eater X,0.1239,0
866376,2021,Spoken,0.3229,0
868551,2022,The Pocong Shroud Ghost,0.0252,0
868603,2021,Pig Face - The Final Chapter,0.0833,0
866027,2005,The Sins of Government,0.0345,0
868547,2022,Killer Party,0.0256,0
869071,2021,Pappy's Graveyard,0.2461,0
866401,2021,Lambs,0.0183,0
869101,2021,A Normal Human Interaction,0.0277,0
866716,2021,When Shadows Dance at Night,0.0584,0
869041,2021,The Registry,0.0076,0
868706,2020,Black Lizard Tales,0.0117,0
869764,2021,Affright,0.016,0
869900,2018,The Study,0.03,0
869154,2021,Claustrophobia,0.1073,0
869953,2001,Gumnam Qatil,0.7711,1
870056,2009,Caesar & Otto in the House of Dracula,0.0341,0
870383,2019,Detention,0.0206,0
870619,2021,Flesh,0.2534,0
870510,2021,"All the Way Down, This Time",0.9659,1
870506,2020,"My Body, Its Choice",0.0798,0
870478,2012,Final Breath,0.0076,0
870531,2021,Scopaesthesia,0.0044,0
870542,1997,Suzanne's Hypnosis,0.0158,0
871624,2001,New Breed,0.2397,0
870809,2013,Rough Waters,0.0304,0
871401,2021,Chatty,0.1187,0
871836,2021,The Slit-Mouthed Woman: Chapter 2,0.0226,0
870946,2019,Dark Passage,0.0045,0
871406,2021,Weee Wooo,0.112,0
872512,2021,#nofilter,0.0059,0
872325,2021,Detak,0.0307,0
872668,2011,12/15/1996,0.0113,0
872663,2011,12/14/1996,0.011,0
872485,2015,The Lock-In,0.0524,0
872618,2021,The Phantom Lake Kids in The Beast Walks Among Us,0.8829,1
872255,2021,Keep the Family Close,0.0022,0
872338,1973,Andreadeus of the Night,0.3361,0
873113,2003,The Cold Heart of Crystal Lake,0.7021,1
873668,2021,Are You Ready?,0.0211,0
873717,2019,For Hemingway,0.1294,0
873888,2014,Journey of Elisa Lam,0.0961,0
872889,2020,They're Coming!,0.0595,0
873973,2021,Fresh Hell,0.2742,0
873516,2021,Duppy,0.1861,0
874657,2016,La Vieja,0.0271,0
873865,2018,Silent Road,0.3473,0
874242,2021,The Star Light motel,0.1099,0
874687,1989,Der Gesandte,0.6046,1
874756,2021,Kabut,0.034,0
874753,2021,Aku Lupa Aku Luka,0.0722,0
875030,2018,They're Coming for You,0.8638,1
874973,2021,Was That You ?,0.3742,0
875138,2021,Alone,0.0243,0
875236,2015,Blowing Raspberries,0.0568,0
875429,2021,Seepers: A Love Story,0.8527,1
875893,1997,Video Psycho,0.834,1
875356,2021,"1,000 Steps",0.0572,0
875334,2020,David,0.0342,0
875426,2018,Keep Dreaming,0.015,0
874894,2020,Rules of the Dead,0.0945,0
875022,2021,The Drift,0.0478,0
875989,2020,Midnight Snack,0.6417,1
875903,1999,Serpent's Breath,0.7994,1
876010,2019,Going to Sleep,0.0358,0
876224,2021,Anniversary,0.0777,0
876177,2008,Killer Horizon,0.5347,1
876205,2021,Movin Day,0.2837,0
876222,2021,Cry Baby,0.0963,0
876210,2021,Return of the Beast from Outer Space,0.0145,0
876001,2021,In These Parts,0.0166,0
876247,2021,The Curse of Pizza Mike,0.1129,0
876122,2021,Going to the Chapel,0.0623,0
876269,2016,Aylesbury Dead,0.0235,0
876430,2021,Hell of a Pitcher,0.517,1
876286,2021,Devil's Five,0.679,1
876707,2021,An Unusual Problem,0.0472,0
876418,2021,Get Home Safe,0.0731,0
876544,2021,Familiar,0.018,0
877247,2019,Snarl,0.1066,0
876465,2011,Mother's House,0.0771,0
877089,2015,Close the Door,0.0243,0
877189,2021,The Glass Breakfront,0.5198,1
877374,2021,El Cuchillo,0.0812,0
877439,2017,Lock All Doors,0.134,0
877430,1986,Classic Ghost Stories,0.5083,1
877445,2006,Jack the Vomiter,0.1487,0
878096,2021,Door Salesman Dave,0.0511,0
878362,2021,The Agnostics,0.0461,0
878494,2021,Mater Mortis,0.0194,0
878414,2021,The Mountain Stalker,0.2594,0
878367,2021,Dream Visions,0.1059,0
878576,1997,The Dying,0.1276,0
879267,1994,Rhino Bitch,0.2582,0
878844,2021,The Plumber,0.0459,0
879138,2018,Live,0.0297,0
879033,2021,Dead Fishermen,0.1629,0
879209,2017,Jack Lantern,0.2741,0
878853,2019,There Can Only Be One,0.0724,0
879430,2021,Marked,0.0721,0
878720,2017,A Life Hereafter,0.0024,0
879432,2021,Landlocked,0.2476,0
879339,2021,In the Bathroom..,0.0053,0
879226,2018,Man on a Train,0.0507,0
880024,2020,A Funny Way to Die,0.095,0
879305,2019,Glimpse,0.0034,0
879486,2021,Thank You For Nothing,0.979,1
879849,2022,Seagull,0.0378,0
879878,2010,Ghoul From the Tidal Pool,0.0101,0
879717,2021,Something Is Near,0.0137,0
880264,2021,Night Breakers,0.3285,0
880294,2020,Becky,0.0496,0
880311,2021,My Friends The Plants,0.748,1
880068,2019,Agonia,0.0088,0
880370,2012,Missing,0.0536,0
880585,2021,The Perfect Cut,0.0136,0
880568,2021,The Secret Pool,0.3032,0
880937,2020,Blood Freak,0.1241,0
880572,2021,ZTV: Sympathy for the Devil,0.3098,0
881138,2021,Dr. Prim,0.2919,0
881053,2021,Unspeakable Things,0.043,0
880845,2021,Red is the Color of Beauty,0.1819,0
880515,2021,Gateway,0.0822,0
881380,2019,Laundry Night,0.3013,0
880567,2020,Get Up and Eat,0.0946,0
880939,2014,Remain Unseen,0.8907,1
881219,2021,Night of the Ghoul Log,0.325,0
881355,2021,There’s Someone at Home,0.0473,0
881405,2017,Moon Blood: Blessed are the sick,0.6888,1
881308,2021,Dreams,0.005,0
881598,2021,Eyang Putri,0.0122,0
881828,2021,Better Safe Than Sorry,0.8969,1
881402,2020,Followers of the Dead Light,0.988,1
881404,2021,Demon of the Woods,0.7482,1
881803,2018,You'll Only Have Each Other,0.1882,0
882235,2021,The Dead That Live,0.0417,0
882218,2019,Wolf Pup,0.4034,0
881688,2012,Zombie Blood Death,0.2174,0
882431,2009,Deadly Beloved,0.0678,0
881761,2021,Terrible Things,0.0807,0
882186,2021,Sleep,0.0042,0
882904,2016,House On The Hill,0.0659,0
882530,2021,Pygmalion,0.0253,0
882948,2013,Itoro,0.0017,0
882502,2021,Three Hos One Street,0.0056,0
883001,2018,My Red Ball,0.0528,0
882593,2021,This Is Our Home,0.686,1
883090,2015,Ripped,0.1673,0
883341,2020,The Letter,0.045,0
883034,2021,Vore Gore,0.2575,0
883745,2020,Into the Silver Ether,0.0041,0
883680,2021,In the Dark,0.3848,0
883275,2004,From The Depths Of Depravity: Forgive Me Father For I Have Sinned,0.0362,0
882754,2022,Rust Belt Driller,0.9644,1
883428,2016,Shororipu 1,0.0951,0
884356,2019,Death Toilet Number 2,0.1282,0
883299,2021,Silver Screen Suicide,0.3056,0
884517,2021,Perfect,0.0415,0
884826,2021,Irving Undead,0.4834,0
884800,2021,Slurp,0.6642,1
885030,2021,Strangers in the Night,0.4705,0
884681,2021,Disembodies,0.0183,0
883977,1950,The Rockingham Tea Set,0.5713,1
885468,2021,Hell on the Shelf,0.4827,0
885187,2007,Tree,0.013,0
885284,1979,All Our Love Spilled On The Walls,0.9499,1
885755,2018,In The House Of Ravens,0.2858,0
886336,2021,"Not Violent, I Promise, I Swear",0.0027,0
885930,2015,The Devil,0.3695,0
886305,2021,Monday,0.0188,0
886604,2021,Penumbra,0.0096,0
885375,2006,No. My Other Possessed-Zombie Girlfriend.,0.5976,1
886638,2021,"i don't know how, but i don't think i'm alone",0.0098,0
886884,2020,The Ultimate Underground Amateur Slaughterfest of Death,0.5969,1
886576,2021,Dread in the Night,0.3305,0
887169,2021,The Nicky Nack,0.2694,0
887173,2021,Number 7,0.1206,0
887445,2021,ForgotteNation,0.0069,0
886611,2021,Another Dimension,0.2316,0
887187,2021,The Lost Voyager,0.0363,0
887318,2021,Dante's Shadow of Sin,0.0282,0
886885,2021,Turducken,0.389,0
887920,2021,Death Portrait 1,0.2823,0
887907,2021,Sound Check,0.0022,0
887470,2018,The Man Who Beat the Man,0.045,0
887924,2021,UNINVITED,0.0156,0
887786,2002,The Bad Father,0.1225,0
888665,2022,That One House,0.1392,0
888694,2021,The Devil Came Home,0.0745,0
889266,2021,The Stalker,0.2002,0
889046,2021,Camping Trip,0.0039,0
888827,2021,Boutique Fantasque,0.9623,1
888452,1999,Shadow Tracker: Vampire Hunter,0.0581,0
889676,2018,Dorset,0.0229,0
889977,2021,Attached: Paranormal,0.1536,0
889424,2021,The Belt,0.0051,0
890166,2016,Eternal Isolation,0.0183,0
889839,2021,Ragtime,0.6948,1
890874,2021,Inoculation,0.0521,0
891184,2021,Cinema?,0.0138,0
891013,2021,Jane,0.0581,0
891253,2022,Village of Darkness,0.0842,0
891701,2020,W. C. FIELDS REPORTEDLY PAID FIFTY DOLLARS TO HAVE A THIEVING COMIC'S LEGS BROKEN,0.1868,0
891936,1992,Days Before Christmas,0.0151,0
891195,2021,Doll Killer 2,0.5283,1
892087,2021,Gravis Terrae,0.0709,0
891991,2021,SHAKE BODY DANCER: Slumber Party,0.1725,0
892110,2021,Dead County,0.1128,0
891989,2021,Vampire Strippers,0.0201,0
892219,2021,Blood House,0.0288,0
892175,2021,The Wet Ones,0.1695,0
891704,1992,Since I Don't Have You,0.0322,0
892432,2019,Cybolica,0.1578,0
892265,2021,Notes,0.012,0
892457,2021,DINNER,0.0249,0
892458,2020,Apnea,0.0113,0
892368,2021,drive home,0.0368,0
892957,2021,Onryo,0.0199,0
893284,2021,Momo,0.0162,0
893255,2020,The Magpie,0.009,0
893354,2021,Carousel,0.0813,0
893098,2020,Trespassing,0.1181,0
892361,2021,The Lookout,0.0277,0
893411,2012,Nostalgic Z,0.0821,0
893396,2021,Can You Check in the Back?,0.2258,0
894698,2020,Samhain,0.2179,0
894600,2019,Ego Te Absolvo,0.0169,0
894125,2021,Surprise!,0.3267,0
894751,2020,Five After Nine,0.041,0
894818,2020,Double Edged,0.0778,0
894570,2017,EGGGS,0.8567,1
894334,2021,Bedbug,0.0136,0
894734,2019,Those Shoes,0.8819,1
895499,2021,I see are seeing me,0.0278,0
894699,2021,Stuffings,0.5313,1
895290,2021,Sunday The 9th,0.0127,0
896011,2020,Hexatic Phase,0.0359,0
895492,2018,Hunting Rabbits,0.0831,0
896161,2021,Hiya Janice,0.1574,0
895073,2021,The Audition,0.0062,0
896164,2021,Ipecac,0.0027,0
896173,2021,Mnesis,0.0055,0
896169,2021,It Came From The Kitchen,0.8857,1
896155,2021,Childhood Memories,0.0699,0
896087,2016,The Captain's Daughter,0.0015,0
896345,2021,You Have One New Message,0.018,0
896268,2021,Man-Horse,0.6895,1
896922,1995,1:00 A.M.,0.0182,0
896592,2016,Divination,0.3243,0
896205,2008,Maniac Cop,0.2576,0
896375,2021,Phases,0.0286,0
896180,2021,Lovemaking of Trolls,0.3767,0
897078,2016,Sick,0.052,0
897260,2017,The Project,0.0168,0
897268,2020,Buried Friend,0.0415,0
897159,2021,The Delivery,0.0328,0
898021,2020,Sleepwalker,0.1188,0
897488,2021,From Where It Came,0.0165,0
898080,2021,Listener,0.009,0
897871,2018,Unearthed: The Curse of Nephthys,0.0036,0
898100,2021,Rise of the Scarecrows: Hell on Earth,0.1874,0
898435,2021,Family Forbidden,0.1612,0
897398,2021,Charlotte on the Rebound,0.0107,0
898348,2021,Lone Signal,0.046,0
897874,2021,Footsteps,0.0088,0
898365,2021,Show Us Responding,0.0124,0
898555,2021,Machine Learning,0.1035,0
899620,2021,La Chorona,0.0215,0
899673,2021,Why Do Mosquitoes Follow The Light?,0.0189,0
899754,2021,Blinded,0.0589,0
899722,2021,Eyes,0.0547,0
899694,2017,Paranoia,0.0983,0
899675,2021,Self-Portrait,0.0129,0
899907,2021,The Darkness of the Road,0.0631,0
899871,2019,Shadows,0.0162,0
898860,2016,Unknown Number,0.0151,0
900065,2015,Winds Junction,0.0259,0
899996,2011,Bloodtraffick,0.1689,0
899504,2020,DeadMe,0.1079,0
900913,1984,Puri,0.4294,0
900412,2017,Flicker,0.0123,0
901247,2021,Bloodwater,0.0507,0
901257,2008,Ending the Eternal,0.6122,1
902984,2020,Material Girl,0.3623,0
903508,2021,DOGTAG,0.0511,0
903329,2021,Anarchy Relaxy,0.0169,0
903075,2019,Unmade,0.1125,0
904085,2020,The Creek,0.1271,0
904929,2021,Faces of Dying III,0.2475,0
904926,2021,Faces of Dying II,0.7452,1
903097,2019,Creature,0.0735,0
905011,2021,Negatives,0.0131,0
906425,2021,Lake House: 2002,0.0638,0
910501,2019,Others!,0.0172,0
904924,2015,Faces of Dying,0.6508,1
910705,2022,2702 Cypress,0.0919,0
906419,2021,The Wooden Woman,0.2216,0
908806,2021,Within,0.0197,0
906355,2021,There's Something In The Silence,0.0526,0
911045,2011,Friends Forever,0.066,0
910803,2020,Fright,0.3028,0
905070,2022,The Field,0.0143,0
906421,2021,Family Forbidden 2,0.0343,0
910711,2021,Bali,0.055,0
910799,2021,The Eldritch Dreams,0.1227,0
911425,2021,The Outsider,0.3162,0
911416,2021,Puzzle,0.0735,0
912129,2020,Visiteur,0.079,0
912556,2021,The Palm,0.0244,0
912734,2021,Morbid Colors,0.0539,0
912602,2021,The Killer,0.0541,0
912638,2021,SCRATCH,0.0617,0
912407,2021,The Miners,0.0855,0
912858,2021,Death Breed,0.1214,0
912668,2021,Dormitory,0.0372,0
912793,2020,A Nightmare of a Night,0.0177,0
913100,2021,The Dark,0.2207,0
913645,2021,Boomerang,0.0628,0
912937,2021,Nefarious,0.0483,0
913062,1964,Fraternity of Horror,0.0878,0
914091,2017,The Ticket,0.1026,0
913017,2021,Relax with Draco,0.8269,1
914037,2022,Ratking,0.0111,0
914397,2022,While Mortals Sleep,0.8938,1
913479,2021,Ashoowang,0.6749,1
914075,2021,Red Vodka,0.1155,0
915268,2020,Kid Nap,0.3377,0
913878,2010,Survival Camp,0.0221,0
915310,2021,Prudence,0.0074,0
914015,2022,CD-Trip,0.1308,0
915539,2021,Revenge Is a Dish Best Served Cold,0.1256,0
914572,2021,Pandemic Hotel,0.3065,0
915707,2021,The Blood of the Dinosaurs,0.9469,1
916300,2021,The Herald and the Horror,0.1696,0
915058,2021,The Nest,0.3714,0
916439,2022,Three Ways to Dine Well,0.869,1
915292,2021,Cupcake,0.8239,1
916120,1994,Friday the 13th: Halloween Night,0.4559,0
915893,2021,Midnight Screams,0.0406,0
916124,2014,Kudo's Secret,0.0182,0
916992,2021,Ground Control,0.013,0
916042,2020,"Shinshu, A Curse Video Legend: 13 Infectious Straw Dolls",0.2135,0
917222,2019,Story Behind the Chirag Project,0.0187,0
915967,2014,At All Cost,0.0111,0
916790,2016,Kitsune,0.7159,1
917883,2022,Anamnesis,0.3707,0
916489,2021,Scream of the Blind Dead,0.6305,1
918727,2021,Philosophy of Death,0.0218,0
918597,2018,Out in the Woods,0.637,1
918762,2020,To Whom the Bell Rings (Oblivion),0.0559,0
918731,2017,A Faerie's Wanderlust,0.016,0
918594,2021,The Artist,0.0935,0
918621,2021,Let's Stop at the Morgue,0.8768,1
918615,2021,Stiletto,0.004,0
919567,2020,Antagonist,0.0793,0
920635,2021,The Deranged,0.022,0
920633,2020,Massacre Manor,0.0861,0
920397,2020,The Boy's Gone,0.1049,0
919134,2021,Take Care,0.0298,0
920845,2019,Off Grid,0.0704,0
