id,full_ocr,n_lines,n_words,mean_conf,latency_s,error
1023788,"JC BOTELHO
J AUGUSTO DE NARDO
Conto Original
Produtor Associado
CAVEIRA DOURADA
0 CONTO",6,14,0.9127,1.024,
1023947,SC,1,1,0.1783,1.126,
1024073,"Le mal existalt bien avant
DECADENCE et LA FORET DES DEMONS
""
3 PSYCHOPATHES
Un film de Jean-Clément Gunter
G
WWW.JICGPRODUCTION.COM COM",7,22,0.8578,2.339,
1024207,,0,0,,2.201,
1024411,"GOLUM FILMI
TESA
TSF
WARNING WARNI
NING
WARNING
WARNING
VARNING
VIRUS
- $8 an
38 an sur un MI El MMI a
to M an an 28 an an IN If K at of till a a SPIN a use
a - N and II - as as 24 - III *** it as 88 us no a DEPAIL If
- -
B
-",16,64,0.5091,2.051,
1024626,"DISTURBED SOULD A CAMPUS
119B 1",2,6,0.5437,1.393,
1024642,"A PHANTOM FILMS PRODUCTION
MALEVOLENT
coming soon",3,7,0.9803,2.299,
1024794,"Madan Khanna
Han Bancha
Rejaram
Shrestha
Acherye
Poodyal
216777
a film by Maha Jodi
Madan Krishna Shrestha buys and wins a house in a lottery which
he purchased from the one rupee coin that Hari Bansha Acharya
dropped, just to find out later that the house is haunted",11,48,0.8674,2.07,
1024798,"666 PRODUCTION AND STRUP PRODUCTION PRESENTS
b
A FILM BY TOMAZ GORKIC
THE ОЛО
OON
OF
THE
KURENT
MOON. a RITUAL . MURDER - BIRTH",9,25,0.8639,1.373,
1025032,"COMIC
PRESENTA
COO
Lio
One
SIGN
Fijación",7,7,0.4309,1.511,
1025074,"DÉJALA IK
711
HÉCTOR
CAMILA
KOTSIFAKIS
RICARDO c.
SELSER
WHITE
# DUE BOE GRE DAE production
Smith JOE 30) Inco Phone 24. eipe DE TUE LOSEVO ALTE SEX
FICM
Cate) WEREDES . Poter * 000 the 0 and RU ARAGO Vist CARLOS GIZAN
-
Send Deep 0 nots to to use 7.00 Poticelly ARE OAEZ RE SOCORRO",14,56,0.488,3.027,
1025146,The Fridge,1,2,0.835,0.983,
1025175,"NATTERAVNEN
- KANMUS MANNERICH
MANT - - QUE KRONBORG DROMMEN PRODUCERES - BONADIES POTOGRAP 60% VAN DER VOICAL
FORMISTER MARIN NIA as BRANCL COLUMNIC DIL GRONBAK PUL COBAS
- - CARREL BASK",5,32,0.487,1.786,
1025190,"CAN
YOU TAKE IT?
IT'S À MOVIE
and MUSIC
MEMORIAL
BENEFIT
CELEBRATING
the PATRON
SAINT OF",9,16,0.9626,3.726,
1025487,"R.A.C.H.E.
W",2,2,0.5506,1.596,
1025796,"2015 JHO VoL15
performed by: $8397",2,6,0.5116,2.542,
1025800,"ZEUS
2017
E :
JHZD-02 *
PRESENTED BY ZEUS 70min.(+24min.)
00000000",6,11,0.716,1.127,
1025853,"Lilith
Uncorto de JAVIER SOLER
ones GALLEGOS MONICA IDEASO
- hogels 6318 sound - . we AS Mode and CALLEGON
NKY - MONICA - acts cases
- - AUNICA DOBE . person sound
Memic person - Grade Speciales NOTA RADIS -
- - post soux",8,45,0.4333,1.237,
1025894,"O
DELSEY LING -
RUB
-
TAKBO,
70
aLE",7,8,0.3874,1.135,
1026480,DEAD II,1,2,0.5782,1.864,
1026492,,0,0,,3.274,
1026563,"EL DIABLO SABE
COMO CORROMPERNOS
EXORCISMOS",3,6,0.9769,1.944,
1026726,"VERNHES LERMUSIAUX
-
-
-
PIERRE LOTTIN
*
LOLA LE LANN
- ILABO
IN
and",10,15,0.6387,1.786,
1026739,Her Brother,1,2,1.0,2.25,
1026743,Simokita 2014,1,2,0.9996,1.322,
1026836,OODRA,1,1,0.4189,0.734,
1027296,,0,0,,1.633,
1027409,,0,0,,0.568,
1027448,"stranhos
Numa
Maiz",3,3,0.5772,1.17,
1027464,"utimedia MIGSC astro é SIXOFUN
WS
DI PAWAGAM 29 SEPTEMBER 2022
VEX",4,12,0.6756,2.524,
1027535,"on
CINEMAWINGS
Producción SILVA RESA Jela de aducaion LOWALOPEZ back in USAN RIL Braccion de ate VICTORIA CASTILLD
Asistencia de direczion MII MOLINA VICTORIA CASTLE dean Sonia frede PABLO CASTILLO LEANDRO GARCIA
Misica e PAIL WORKS Saun fexes de LIGITLARMS",5,38,0.4743,1.178,
1027623,"A NUHASH HUMAYUN FILM
FOREIGNERS ONLY
1201",3,7,0.8617,1.187,
1027631,"- - - . - - JONAS TRUKANAS
WHEN THE
LIGHTS
GO OUT
- TOMAS TRUKANAS - JONAS TRUKANAS . EDVARDAS MIKALAUSKAS
Director - Sunsers - - PAGLINS SUREVICIUS
unats
Contant design AGNE Towal Company VICTORAS VAUPSAS . VYTAUTAS RASIMAVICIUS
son
-
- DOMINYERS - - GIEDRIUS Svillies
I
Present - SABUA a RUTA PETRONYTE",13,55,0.666,1.349,
1027665,"MY
SPECIAL
BOY
A FRIDAY THE 13TH FAN FILM
GRIMNOX PRODUCTIONS AND DAT PRODUCTIONS PRESENTS MY SPECIAL BOY: A FRIDAY THE 13TH FAN FILM
ORIGINAL MUSIC BY FRANK DORMANI DIRECTOR or PHOTOGRAPHY DONALD MURPHY - BY COLE TATHAM
STAMING BRADEN TIMMONS ABIGAIL JARRETT ADRIAN NAVARRO SAMMIE KAHKOLA GIA ROSE AND CHAD SUMNER
SPECIAL EFFECTS BY MICHAEL LAWRENCE TAZ TOYMAKER AND VEE VANNORMAN STORY or JAMES GRIM AND CHAD SUMNER
SCREENPLAY BY BRADEN TIMMONS AND JAMES GRIM PRODUCED BY THOM MATHEWS TED BUCHANON
DIRECTION BY JAMES GRIM AND BRADEN TIMMONS",10,87,0.9333,3.236,
1027819,C 181 HE,1,3,0.2344,1.348,
1027969,"DON'T BE A SILLY TEENAGER. IF NOT MR. BUNNY
WILL CHASE YOUR FRIENDS ONE BY ONE.
""
EASTEI MASSACRE
US 00 IM PERJURES PRESENT A MEAL HALWAY VOED DISTRIBUTION A US STUDIS RX EASTER MASSAME
CASTING D RS MB00 300 M MUSC BY PNI DONAGO ase DESIDER all AIR an . DILAN BUS
SAID * BARACHS DEATED BY DIAN STATES WITH BY BLAN STUDIS IRE If DUE STROS
SUNTRAX FLATERS a M N COLLE PNI DAGO 10 MRE SOUNDTRACK VALUE AT 11 II DE ECRS NE 00
WINTERSTAR
-
the
des
DOLBY
EASTER 2004",14,94,0.5484,1.1,
1028098,"UM OLHO QUE SONHA
Um curta De
Cristian Menezes",3,9,0.9996,0.749,
1028140,"ДИБНО
ХОДЯЪ AICOM",2,3,0.365,0.749,
1028212,"O
O
VOID Starring: Produced Cremateg Svala *graphy: film Bjarnedateir persteinn Anton Smar: Storia Ath Gunnarason Ockar Gunnarssen Fjalarscon
by: A+11 Oskar Fjalarssen",4,23,0.4818,0.913,
1028243,"OF II
AS S",2,3,0.5243,2.525,
1028339,2 ost24Lortem,1,2,0.4132,1.324,
1028710,MARCHA pro MORTO,1,3,0.9993,1.036,
1028871,"ÁLVARO MIRANDA
JORGE GALVÁN
GANGRENA
DIRIGIDO POR
IGNACIO GIL-TORESANO
CAM
PRODUCCION VICTOR SEVILLEJA f LAVIER JALLOIS SOON ALBA Mocao AYUDANTE IE DIRECCION MARIO MARINO
DIRECCION DE FOTOGRAFIA BYAN BLANCO DIRECCION II ARTE ECAU LANDALUCE I Locia If LA PRENTE VESTUARIO
MARIA Bus SENIDO MATEO MONTENEGRO MONTAJE ANA CARD I JEREMY DOMONT MÚSICA JUAN JALIQUIAS",9,54,0.7395,1.225,
1028882,,0,0,,1.309,
1028909,,0,0,,0.863,
1028998,"THIS
WITNESS
HALLOWEEN
THE END
<<<<<<<<<<<<<<<<<<<<<<<<<
SCARECROW",6,7,0.8632,2.042,
1029031,"lia lumo ne povds atingi vin ci fie
31.10.2020
FRIENDS GROUP ENTERIAINMENT PERION - a BACHIO FILMES as modução FRIENDS GROUP FILMES are BEBECA SONÇALVES FELIPE PAULAO
""EVA"" - DAVID WELLS ALLAN GONÇALVES CAROLINI CAMINI VITOR RENAN FELIPE PACKAD MAYARA SEVE JULFELPE PACIAD DIANA SANTOS
""MAYARA MARIA PACKAB PAILÃO MAYARA SEVA = SBAEL MASSEI ""NC PEDRO BACHIO LUCAS ELIAS
6 ""FEUPE PAULÃO = REBECA GONÇALVES *
RACHID
YOUTUBE.COM/FRIENDSGROUPFG",8,67,0.6068,1.709,
1029239,"LE WENDIGO
CHARLIE CONTRE",2,4,0.9997,1.01,
1029452,HE MOTHS,1,2,0.8916,0.819,
1029480,"16 EYLUL 2022'DE SINEMALARDA
""GERCEK BIR HIKAYEDEN UYARLANMISTIR.""
SMA WOX KAN OR GAMET - BUE SAIN
w",4,16,0.6196,1.534,
1029519,"Luana Campos . Nahiara Baddini
em
premonição seguida por
uma transfiguração
um filme de
Lwidge de Oliveira",6,17,0.9892,2.043,
1029872,"4M FILME DE GUSTAVO AGUAR
NÃO VÁ LÁ FORA
AMANDA VENCESLAIS EM MARK 945 FORAM
ESCRITO E por MATADO - MATAVEL
E GARPIEL BRESCH NOT 50% $ GUSTAUD KOMCHT
CHECAO DE ARTE FLOR DE MAKE TRICK WITHIN AERERAL
be CM AGUA E a MONTHS
EDRAD-E MONTAGER PUSTAGO",8,47,0.476,2.104,
1030047,"INVI
TOTT
and
on
note
ancine
PAULA PICARELLI ---- . MARIA ALICE ARIDA FROM FILMES
Solo
ANCINE APRESENTA:
A
TI
is",12,21,0.6011,1.554,
1030249,"BERTA KAMMER
PHILIPP HOCHMAIR
EVA MARIA MAROLD
MARKUS SCHLEINZER
Ein Film von PAUL ERTL
DER
RISS
Drehbuch & Regie Paul Ertl Produktion Marija Burtscher Bildgestaltung Lukas Schöffel Schritt Paul Eckhart Originalmusk Bernd Jungmair
Szenenbild Fabian Liszt Kostümbild Alexandra Elsbacher Maskenbild Emese Torma Tonmeisterin Lisa Puchner
R",10,46,0.9392,1.397,
1030276,"BELONG
EL
HO!
M!!
12.23 ROADSHOW
shin-jiko.com",6,7,0.5403,1.145,
1030294,"STARRING
MATTEO
MICKEY
FUMERO MOUSE
CREEPY MOUSE
1 CIAK COMPANY PRODUCTION
DIRECTED BY NICOLO FUMERO CHEMATOGRAPHY AND MIT PRODUCTION NICOLO' FUMERO
CARRING MATTED FUMERO MICKEY MOUSE
RPR) If at secur MICKEY CREEPIPASE
OUT NOW",10,33,0.7613,0.922,
1030308,"ESCRITO & DIRIGIDO POR STEPH TORRES
AIFOS
ROBERTO BERMUDEZ & ABRIL & SOL ARIAS
PROTEGRAPHY AMAURY SALAS SOFIA MENDOZA END 300 KUIKA ESTUDIO WEST JENNIFER JIMENEZ
DEARE DUARTE HERNANDEZ STEPHANIE TORRES SCRIPT KEVIN ORTEGA
KOMOREBI ESTUDIO CINEMATOGRAFICO MAKING OF GERARDO GARRIDO",6,40,0.8933,0.982,
1030320,"A
Binge ORIGINAL
na
a
BHOOT.COM
RUJ aGai Please falao
CREATIVE DIRECTOR
AMITABH REZA CHOWDHURY
DIRECTED BY
PRODUCED BY
MD ABID MALLICK AHMED ARMAAN SIDDIQUI
NOW STREAMING",12,27,0.8559,2.033,
1030339,"NEAR
BOLL
É",3,3,0.3044,1.285,
1030512,"BOWLING
KILLERS
E
rald Wauthia
eve Driesen
ilm de Sebastien Petit",6,11,0.7907,1.009,
1030568,"TRÊS DENTES
DE OURO
TAC FILMES (313 OURO
-
PERRIRA
domção
-
ILVA
- ITAJAI - APM TERMINALS
I
BULLETREE calimaestro - orbital",11,23,0.6456,2.348,
1030658,"Fantast ik
rest ive I 2016
1 I I $ 6 2018 LINGAR SELECTION PLIFF <<<<<<<<< OFFICIAL EXXXXXXX : <<<<<<<<<
C
BAJA QUE HOUVER, MÃO ACORDE I SELNA!
DE SELMA
-
ESCATO I ORIGIDO .
ANDREA ERGO",9,37,0.5613,2.655,
1030663,"LUCIANA
SABRINA
ULTRAMARI
LEITE
GUARDIÀ
DAS
BRUXAS
HIPNOTICOS APRESENTA ""GUARDIA DAS BRUXAS""
DIRIGIDO POR RENATA ABREU ROTEIRO DE ANDREA FERGO
PRODUZIDO POR ANDREA FERGO RENATA ABREU RAFAEL ZANESCO RODRIGO CARDOSO
TRILHA SONDRA X MAURICIO DOMENE EDIÇÃO DE RAFAEL ZANESCO",11,39,0.8937,3.008,
1030699,BEHIND,1,1,0.8976,1.764,
1030702,"you Brueu / MOUNT BOUBU / FIOU DOUGU / HUOU Bruðu / need Brueu
chu Brueu / IUU 1 noune 4 / nu
E MEET YOU?
snou -
If
10120
COMEDE
.",8,32,0.6283,1.764,
1030705,"DIET
Watch FREE on YouTube now!",2,6,0.9923,2.995,
1030916,"BEATRIZ FABREGAT
ANDREA FANDOS
JESUS DE MIGUEL
<<<<<<<<<<<<<<<<<<<<<<<<< DESARIO NEJOR PREMIO -
PREMIO
E
PEUQULA
WEICK DIRECCION
ISSUED
DESARIO BUNDE
2021
PREMIO
PREMIO
NEICR ACTOR
DEL PUBLICO
ESUS DE MIGUEL
DESARIO BUNUEL
-
-
1
UCARISTIA
UN CORTOMETRAJE DE Ma TERESA GARCIA Y JAVIER SALCEDO
BUNUEL PE30 ANDREA FANDOS ESUS MGE BEATROL FABRESAT ""BUÇARISTIA""
ANA
RBO
00
301
FENE
I
RE
CAPELLI
KSD
DANEL
630
MARIA
AVER
SALCEDO
DB
Myopia
MACON",40,67,0.6071,2.054,
1030931,Der Atheis,1,2,0.9975,0.596,
1030962,"DATO
CHE PUAN
AFDLIN
KHIR
JULIANA
SHUK
RAHMAN
EVANS
SAHAR
SHAUKI
CIKGU
HANTU
8 SEPTEMBER 2022
DI PAWAGAM RUMAH ANDA
astro first
ID STUDIOS
Saluran 480 is demand .
Pa",18,29,0.8983,2.866,
1031001,"NEW CHAPTER IN
PUNORJONMO UNIVERSE
VICKY ANGINI ZAHED'S
N",4,9,0.8424,1.15,
1031035,"HACBAY® Directed by
Armando
De Guzman",3,6,0.8323,1.452,
1031077,PISADE,1,1,0.9439,0.593,
1031087,"ПРОЕКТ
I 1 1
ПАНАЦЕЯ
- -
-
I
beree - - - -
- moress - - - - -
- - - - - - -
I
SPIN
I
- Issues
- - CADES Insure PROVE - - - -",14,42,0.6378,2.519,
1031127,"WESTFIELD STORIES
FESTIVAL DE COURTS-MÉTRAGES",2,5,0.9669,1.142,
1031216,"LITTLE/WALDMAN
BLACK
LODGE",3,3,0.9851,0.7,
1031552,МЕЧ,1,1,0.9946,0.828,
1031801,"Catarse Coletiva
Produções
/
CAL
VK area Use and МОЖА MAIN MARANT POLICIODO
Mains - DOB
AMALY PRICEA MOREIN mains
area VICNESSA
LONG FOCIA AND 103 AVA A
can CRIVIDA BASINA MEXICO
TERNANDES ASSISTENTE X DIEÇÃO CONSULTIDADE Romeo
DIRECAO DE TILIX DIEÇÃO ART
DENNE Date BELLOE KAPEL TURMANN MACRIACEM TXE TITTOS (SPECIAL
KALMA MUSCAL TERPIA SONODA ORIGINAL
Exams COLE
CENSURA ANDS",16,60,0.3424,2.124,
1032108,"HOR HAEW HAEK-4
F
Uulicylicy
- IN a - - sexe - - - - - distince
- - bake / - as JAB high 7 (all) as - - . / Internal / - next
il I I B I I nation # I F # 1 I # I I i I
de sub loast - - or ml - - - mains - - accurd - - - - a insure
-
RIGHT
COPEDB
111/1
10120",12,77,0.4496,1.949,
1032185,"NUEVO
MENSAJE
rtometraje de Terr",3,5,0.994,1.825,
1032212,"H.P. LOVECRAFT
THE HOUND
OFFICIAL
-
OPEGRAFT
2022
FACHHOCHSCHULE DORTHUND PRASENTIERS THE HOUND""
HI ANITA EICHHOEN - DAVE WICK
DENNIS KLEINBECK EASEROND - as EUROGESCHICHTS VON H.F. LOVECRAFT LAMILA NIKLAS NUTEN
LICIT THILO KOKOZINSKI chall SARITA BONILLA BARAHONA . MELISSA ARCAK
FON KRISTINA BORTMANN - MIKE ARTIUS HUSK ANDREAS MERTGENS PRODUCTION . not RELISA ARCAK
CONTEICNT - - BORTHING
-
ALLE nom FORBERALTEN
-",15,64,0.6139,0.932,
1032339,"EL
MONSTRUO
cortometraje d c GERARD NOGUEIRA",3,6,0.8617,1.321,
1032371,"NEM СТРАШНЕЕ ТЬМА TEM ЯРЧЕ ОТОНЬ
-
- -
СЁСТРЫ
ИГИНА СТАРШЕНБАУМ
НИКИТА ЕФРЕМОВ
$ кино C 24 НОЯБРЯ
9 * - - V 0
A
16+",10,27,0.7706,2.379,
1032403,"DON'T HUG ME
I'M SCARED",2,5,0.996,2.527,
1032609,"-- CORTOMITHAJE "" GASTAND D'AMATO
LA CLINICA SATANICA
DEL ABORTO
B. RADELA RELICIDAD TBL TREMPO-ENTEREMENT PRESENTA-LACE DEL ABORTE-
MIMMOOR: FEDES ESPECIALES: GAETAND
CERTIFICATE CREETAND
CAELAND",7,25,0.545,1.985,
1032641,"Grand Guignol
- are RABR
mg. RTADS",3,7,0.4651,1.316,
1032890,"RWSS
7A228($)
+1130#
is
00 O O
S
HINGH
WOWOW
/ /
STAT
/ <1F WOWOW KADOKAWA OUTV
WOWOW
C2022WOWOW KADOKAWA
1 wowow
11",15,24,0.4282,1.893,
1033095,,0,0,,0.777,
1048494,EATH,1,1,0.351,2.43,
1061456,"A
BOLD
VOYAGE
a lil' baker films presentation
directed and produced by nath milburn
starring ian david boyd, zian boyd, sophia holmgren, emma amadi
alicia blasingame, emily krusche-bruck, and jacob the horse
hair/make-up by nicole behling with garrett kiger as camera operator",8,42,0.9835,1.87,
1066979,4:0,1,1,0.9945,1.952,
1068552,"ROTTING
Alfilmbby Labros Kordolemis
LOVE",3,5,0.9396,2.276,
1078743,"The
GOOD PEOPLE of
ORPHAN RIDGE",3,6,0.9444,2.098,
1083929,"There once was a certain traveling salesman
$
TROUBLE
STARRING
ANTHONY RAPP JOHN RUBINSTEIN
GWEN HOLLANDER
WITH CHACE CASTLE
JOSHUA PELATZKY AND TRACI SWARTZ
TOMORROW",9,24,0.965,1.623,
1087726,"SILENT
NIGHT
MARCH 31",3,4,0.9997,1.191,
1100203,"IRON
MITHIN",2,2,0.9324,1.432,
1100782,SMILE,1,1,0.956,2.21,
1101501,"your
chains
keep me
free
WANTON
Victor Dubyna",6,8,0.9985,1.343,
1101956,FURRHEAD BY THE BOMAR BROTHERS PRODUCTION,1,6,0.9304,1.244,
1102067,"THE
OULET
BROTHERS
HALFWAY TO
HALLOWEEN
TV SPECIAL",6,8,0.9179,1.741,
1106239,PERFECT DARK,1,2,0.9994,1.308,
1108590,"ORTRAYAL
OF
UILT
Devil
Rusic",5,5,0.7608,1.8,
1111627,"picky pictures presents
W
starring
MARIA HANELIS
based on a poem by
helen adam
at the
WINDOW
cinematography
music
-- producer
director
live action
TOMAS
irector
animation
PETER ASHLEV SEBASTIAN GUSTAV
STARK LARSSON BRIGGS BERGSTROM AHLGREN
Svenska
svt
Film
Stockholm
PICKY PICTURES
Filminstitutet",24,42,0.8991,3.03,
1114117,"ADRIFT ON
AN ICEBERG
A FILM BY JOHN HOLLANDS",3,9,0.9983,2.522,
1115709,,0,0,,2.066,
1119269,"A FILM BY
DEBBY FRIDAY & NATHAN DE PAZ HABIB
UCK",3,11,0.9895,2.716,
1120277,"Oh... Canada
CANADIAN GOV CO., INC
CANUX PICTURES PRESENTS
DEPT. 666, Wellington St, Ottawa
With so many identities to choose from,
CANADA
you will have no problem being happy in
""OH.. CANADA"" STARRING DENIS MORENO AND JOEY MAC INTOSH AND KAREN WAN
Canada. Send your money promptly to get
a head start on your perfect life.
Buy your citizenship today, and remember
A WONDERFUL
AND LEA QUINTANA AND PATTY KEACH AND RYAN STICK AND STEPHANE PICOTTE AND WALID JABRI
there's no place like home!
My choice of personality is
PLACE TO LIVE.
PRODUCTION ASSITANT ELVA MYERS PRODUCTION COORDINATOR ALEXANDRE G VERMEL
Name
WHETHER YOU
BTS MARIE-MICHELE WAYLAND LOCATION MANAGER TERRYL LOFFLER, PROPS & ANIMATOR CHARLIE GALEA MCCLURE
PO box
ANIMATOR VIVIEN FORSANS EXECUTIVE PRODUCER STEVEN LEE AND BIANCA NAPPI AND FORTUNATO-LUIGI NAPPI
or steet No
LIKE IT OR NOT!
ASSISTANT DIRECTOR, SOUND MIXER LORENZO GUTIÉRREZ PRODUCER, VFX, CASTING DIRECTOR MARCO CARREIRO
City
PRODUCER, SCREENWRITER DIRECTOR, CINEMATOGRAPHER, EDITOR, ANARCHIST VINCENZO NAPPI
Province",28,161,0.9529,3.77,
1121020,,0,0,,2.83,
1121059,"Хошпк
OFFICIAL SELECTION
ANNEGY
FESTIVAL DE CANNES
COMPETITION
A CINEF
EFLECTION
ELECTRA
a wild visual poem by Daria Kashcheeva
/
Electra Zuzana Cástková Little Electra Marie Verner Clytemnestra Zuzana Stivinova Agamemnon Robert Jaskow
director & script Daria Kashcheeva dop Tomás Frkal production designer Marek Spitálský editor Alexander Kashcheev sound designer Miroslav Chaloupka original music Lucas Verreman
produced by Zuzana Krivkova Martin Vandas MAUR film
coproducers
Tomás Simon FAMU Olivier Catherin Richard Van Den Boom Papy3D Juraj Krasnohorsky - Artichoke
Endowment Fun
FILMTALENT ILIN
..
PILSEN REGION
CNC
arte
Pictánovo
ANGOA
PROCIREP
of FUND GLOVAK AUDIEVINGAL
I
distribution
MIYU
maurfilm
FAMU
PAPY3D
2023 MADE - Pupy 10",32,102,0.834,4.002,
1123677,"KILLYOUR
BABIES
""KILL YOUR BABIES"" STARRING AANANDITA BALI AND LAUREL FLOWERS MUSIC NEIL WYKES EDITOR MAEVE
MCENROE PRODUCTION DESIGN FLORA TROST AND MARTIN KISER CINEMATOGRAPHER MAEVE MCENROE SOUND TYLER
HARMON MARKETING SAMMY PALEY AND AJ SIMMONS EXECUTIVE PRODUCER ABBY RHODES AND SOREN SORENSEN
PRODUCER ANNELISSE LYNCH WRITTEN BY GRIFFIN FORD DIRECTOR TSELOTE DEBEBE
VISUAL &
PERFORMING
UNIVE IN
ARTS",10,58,0.9764,1.553,
1126533,"GLOBIH
PUNISH
OBLIVION
MASSACRE
A GLOATH MUSIC VIDEO
STARRING SUARSWARA AND MUHAMMAD ALIFH
ART DIRECTOR RIZKI PARADA PRODUCER FARIS FAKHRIANSYAH WRITER/DIRECTOR HANAS DUVAN
R
Disarter",9,25,0.9276,2.313,
1128252,"The House
on the
Borderland",3,5,0.9991,1.551,
1129494,"CRODOS
A FILM BY PATRICK ADAM PEÑA
LUCHASTYLE STUDIOS PRESENTS
A FILM BY PATRICK ADAM
PENA
PATRICK ADAM PENA PAUL PENA ПК FALEENA SCOTT SEAGREN
RODNEY ANDERSON SPECIAL-EX BY PAIRICK ADAM PENA ""TERRY"" CREATED BY ASHLEY CLASH"" BESH
PAUL PEN
CHANGE YOUR 1 MIND",9,37,0.8442,2.001,
1130187,"P
K",2,2,0.3007,1.372,
1133838,"L
|
M
A
DIRECTED BY TOMEK POPAKUL
PRODUCED BY YELLOW TAPIR FILMS
New
POLICE
-
0
-
EXITITUTE
X
EGI
Γo3a
1002",16,23,0.6506,1.364,
1135080,"STATE
1""",2,2,0.1647,1.579,
1135088,"BRIAN
SOPHIA LUCIA
MAY
PAROLA
GLASS
EYES
WRITTEN & DIRECTED BY
DANIEL MEYERS
FADING KINGDOMS STUDIOS PRESENTS AN ORIGINAL SHORT FILM ""GLASS EYES""
RECORDING BY SOUND SPENSER SPRATLIN WENDY GASINSKI BY CARMELO PAMPILLIONIO
EDITED BRIAN MAY SKORE NATAS KUNAS DIRECTOR OF RICK COOK
DANIIEL MEYERS AND BRIAN MAY
COMING SOON",13,48,0.944,1.153,
1136482,"V Я DLK
FAMILY OF VURDULAK
A SAM CHOU FILM
RED IRON ROAD CREATED BY ALJOSHA KLIMOV AND OURI STEPANOV WRITTEN BY ELLERY VANDOOYEWEERT
EXECUTIVE PRODUCERS IOURI STEPANOV BILL MARKS JOSE MENENDEZ GEORGE CHOLAKIS ARTEM VASSILIEV AND KARINA KABANOVA
LOOK
MOMI
Lakeside
METRAFILMS
PRODUCED BY COURTNEY WOLFSON ALJOSHA KLIMOV MATTHEW LYON ARON DUNN JOSH BOWEN AND LEE PORTER
STUDIO
STARRING DAN BEIRNE GWYNNE PHILLIPS GEORGE TCHORTOV ADRIAN EGAN
PRODUCTIONS
BASED ON A SHORT STORY ""THE FAMILY OF THE VOURDALAK BY ALEXEY TOLSTOY",14,75,0.9462,3.58,
1136518,"Darle
mode",2,2,0.2333,1.838,
1139261,"Head Exploded
U
Ital
RAD.PD
your",5,6,0.5671,3.287,
1140884,"GYNOMORPH
OF ..... THE
LABYRINTH",3,5,0.8455,2.25,
1141826,"PPET
FAS",2,2,0.3609,1.39,
1142275,"ALTER EGO
FILM PROJECT",2,4,0.9993,1.39,
1143211,"XTERMINATOR
AND THE AI APOCALYPSE
FROM THE DIRECTOR OF BIGFOOT vs MEGALODON",3,12,0.9798,1.485,
1143342,"RATMEN
XAI YAJ",2,3,0.964,2.231,
1143761,THEM DIE,1,2,0.7761,1.509,
1145817,"ELDRITCH
USA",2,2,0.9994,1.969,
1147140,"I
A
OF
CC
50g
7",6,6,0.4179,1.002,
1148775,"DEMON
THE
A FILM BY JAMES SMITH",3,7,0.8687,1.713,
1154682,"THE REFLECTION
OF FRANCISCA
NEWMAN
CLARA NAVARRO",4,7,0.9994,1.938,
1155945,"A FILM BY XZAVIAH J. STONE SR.
STARRING
LIOTH CARSYN
BRONWYN REES
MARTIN SEMELFOR
NALB NOUM
EXECUTVE PRODUCERS GARRICK COMBS, TATIANA B. WATLER, IMAEYEN EFFIONG
PRODUCED BY KERRIYON TILLMAN, WILLIAM CURTIS, ISABELLA CUBBA
ART BY GUANGYI SHEN DESIGN BY TOMAS ORREGO
A MYTH AWAKENED",10,44,0.9771,1.855,
1158484,,0,0,,2.186,
1158580,"WoLf in sheep's cbothing
I",2,5,0.6428,2.768,
1160100,"N°8 PORTING
A film by ALJOSHA KLIMOV and MATTHEW LYON
akeside
to - ALJOSHA ELIMOV no 10031 STEPANOV and ALJOSHA ($) MATTHEW LION
MR STEPWNIT BILL MARKS DISE MENENDEZ GEDEGE CHILIKES ARTEM BASSILIET ($) KARINA
COUNTREY WOLFSON LIKE MATTHEN LYON
ROAD
METRAFILMS -
STARRING TEDDY MOTNIEAR TABA TELLAND DATEL TASE MARTY WOREAD
— STUDIO
NO is TII an me NIZHIBING If BNITH BYROV",11,63,0.5829,1.857,
1160102,"THE UNDERTAKER
A SERGEI KIBUS FILM
Ro In Rus Casema BY ALIOSBA BLINDR in 10011 STEPANDE Name b SEOGET NIBUS in MATTHEW LYON
Lakeside
IDENTING PROGRAMS HR STEPANOT BILL MARKS DISE NEMENDEZ GEORGE CHOLARIS ABTEM ENSILTEN in TARINA KABANOW
METRAFILMS -
N
PRODUCED 31 COURTNEY WOLFSON LJOSHA KUMOY MATTEEW LYER LIDE DUES an KEROL DENGO States VILLIAM HOPE
—
STUDIO
MILL
Nukufilm
Retral The Paice",13,65,0.5127,1.795,
1160200,"WITHOUT LOVE,
WHAT IS LIFE?
Frankenstein
An epic romantic musical
based on Mary Shelley's novel
Book, Music, and Lyrics by
Executive Producers
Director
Eric B. Sirota
John Lant and Tamra Pica
Joe LoBianco
Daniel Robert Burns Marc Christopher Grace Hwoang
Jay Lucas Chacon Daryl Glenn Ren King Julie McNamara
Isaiah Delgado Rebecca Ponticello
Tin Mirror Gatehouse Entertainment Write Act Repertory
TheFrankensteinMusical.com",16,61,0.9963,2.067,
1160574,"cursed magic,
creatures, and
demon gods
CLASH!",4,7,0.9165,2.69,
1161049,"THE DEEP BLUE
By J. YC Paik",2,7,0.9945,0.805,
1161622,H,1,1,0.5661,2.458,
