id,imdb_id,title,year,imdb_poster,source
264880,tt28152333,Gorgon Video Magazine Vol. 2,1990,https://m.media-amazon.com/images/M/MV5BMjY1MTEwNjktODVmMy00ZDk2LTk0NzgtMGVjYzA3MTM3ZWVjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
265866,tt0088824,Blood Circus,1985,https://m.media-amazon.com/images/M/MV5BMmFjZDk0NjUtNjNkMC00M2M0LTgwOGYtZDBlYzc2MDFlMjU2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
270287,tt0066145,Night of the Witches,1971,https://m.media-amazon.com/images/M/MV5BZjE3N2M3N2UtZTJiZS00MWFkLWIyOGYtZjgwYzM4Y2RmZTk5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
271050,tt1772871,Gallery Of Fear,2012,https://m.media-amazon.com/images/M/MV5BMjZiMmFhNGQtNmNmZC00NzkwLWFiZDAtNzcwOTVlZTU4YzVhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
273174,tt0002656,Balaoo the Demon Baboon,1913,https://m.media-amazon.com/images/M/MV5BYTUxMTVhOTAtMjM1MS00ZjRkLWJkMDktNmQwNTkwODQxZDFkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
273565,tt2220696,Killer Clown,2010,https://m.media-amazon.com/images/M/MV5BYzE2NzY1MDMtZjdlZC00N2QzLWFiN2ItYmQ4ZWEzMmIxMGU3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
274257,tt3463050,The First Wave,2014,https://m.media-amazon.com/images/M/MV5BYzQ4ZTZlYTktMzQ2ZC00OWI4LTg3MmEtZDBjZDgyZGRlYTYzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
274272,tt1950395,The Greenman,2011,https://m.media-amazon.com/images/M/MV5BNzU0MjQ4MWItYTU0Mi00YzIwLWEwOGYtMmM4OGVmODkzOTkwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
274636,tt1182340,The Curse of Lizzie Borden 2: Prom Night,2008,https://m.media-amazon.com/images/M/MV5BNzM0ODYxZTMtZjk2Ni00NWE3LThhYjUtMmU1NjUyZmY5YzdlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
276210,tt1633250,Swaha: Life Beyond Superstition,2010,https://m.media-amazon.com/images/M/MV5BMzllMmRhNGYtMTg3Zi00MjE4LTgxNDItZDEwZmNhM2U5MmJiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
276505,tt2911326,Happy B-Day,2013,https://m.media-amazon.com/images/M/MV5BNDA0MDE0MDQtZjg0Ni00YmU4LTgwNGQtNWM5M2Y5MDE5M2U2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
279812,tt2292682,You Believe In Ghost,2012,https://m.media-amazon.com/images/M/MV5BYmM1MmFjYjUtYmM1Ni00MDAyLTgxM2MtM2QwZTZjNGViN2FlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
279905,tt1584757,Trick of the Witch,2010,https://m.media-amazon.com/images/M/MV5BNjg0ZjUwNzYtNzQ0Yy00MmZlLTg3ZDgtM2ZmN2UzNjBlZTYzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
280402,tt3839462,Freaky Night,2012,https://m.media-amazon.com/images/M/MV5BM2M3MzkzYWUtYmNmYy00MTRmLThiYjItYjYzOTFkMmZkMGNiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
283783,tt1985195,Serenity Farm,2014,https://m.media-amazon.com/images/M/MV5BNjNjM2ExZjQtYjFmMS00MDU5LTlmYjItOGRjZjVkZTMxMzAyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
284309,tt1382301,Murder Is Like Sex,2009,https://m.media-amazon.com/images/M/MV5BZWQ2ZjZjZjAtMThlNC00MzYwLTliYWItYzhkYmI3NWYyNWVjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
285156,tt2980726,Escape from Hellview,2011,https://m.media-amazon.com/images/M/MV5BYmE5MTUwNDctZTk2ZS00ZWQ2LWE2YzgtMWQxZTFkOTRmN2QxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
285524,tt3222534,ECHOES,2013,https://m.media-amazon.com/images/M/MV5BODM4YTE1YWItZTQwYi00ZjE5LThmYjMtZmYwZjAyYTYwYmU0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
287650,tt1697690,Potential Employee,2009,https://m.media-amazon.com/images/M/MV5BNTJmYzIwMDQtMzAzMC00ZDQzLWE2NzgtZmYyYWIzNjAwOWYwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
288275,tt3855892,Trust During a Zombie Apocalypse,2014,https://m.media-amazon.com/images/M/MV5BOTYzODJmMjktNTA3MC00MjllLWEwZjQtMzRhOTI3NjA2NGY0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
288335,tt1214963,Sacrificing the Few for the Many,2008,https://m.media-amazon.com/images/M/MV5BMzY1NGE5OWMtMzEyMC00MGEyLTgzNjQtYjJhYTUwNjQwMTdlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
290708,tt1445641,Family Property: Backwoods Killing Spree,2009,https://m.media-amazon.com/images/M/MV5BZDdmNDljYmQtZWI3ZC00NmNhLWJkNGQtYTg3YjU1N2M3MDdkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
291542,tt0762088,The Dawn,2006,https://m.media-amazon.com/images/M/MV5BZDYyNmY1MjYtYTg0Mi00ZDI1LWIyMGQtZThkMDA0ZmUwNjhkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
293517,tt2951676,Howl,2013,https://m.media-amazon.com/images/M/MV5BMTVmY2Q3YTEtN2M2Yi00OGVmLTgzZjMtYjZmODNhOGU3MTU2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
294263,tt2374748,Bongo: Killer Clown,2014,https://m.media-amazon.com/images/M/MV5BZTI3MDRmNDUtODM5Zi00OWU5LThlNTctOTg2YjFkNWEyOWI0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
294949,tt0320629,Timmy's Wish,2002,https://m.media-amazon.com/images/M/MV5BZDI1ZjgxYzktNDJiZi00NWRlLTkxNmEtMzZiZTcxMWU0NmE5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
295071,tt0436318,Fizz,1999,https://m.media-amazon.com/images/M/MV5BMWFjZTIxMmItMTI3OS00ZmRmLWE3YjktNWZhYTk1NTJmNWUzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
295220,tt0137115,Mothman,1999,https://m.media-amazon.com/images/M/MV5BNjk5MTEyMDEtMGZhNi00YjJlLWEwYmQtZTY2ZGY2MTUwMWM3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
295353,tt3961686,Victim,2013,https://m.media-amazon.com/images/M/MV5BMTM5MzVhMjQtNmE4Yy00ODc3LWJiOTctNTJlMjMyZmI2YzI5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
295433,tt3636416,Counter Parts,2014,https://m.media-amazon.com/images/M/MV5BMGE0ZTg4OGYtZjZhZi00MzUwLWE4NDgtOGRhNjhmM2MxOWNmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
295806,tt2849696,Shockwaves,2013,https://m.media-amazon.com/images/M/MV5BZjdmYzUyMzYtMjU5Yi00M2I4LTljMzQtMzhiMDVmZTYyODIyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
295974,tt0105724,The Vampyr: A Soap Opera,1992,https://m.media-amazon.com/images/M/MV5BN2Q3NjJlZjktYmU5MC00MTBiLTg3MDYtZDY1MDhlNmZhNDMwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
296172,tt2260552,Blood Brothers,2012,https://m.media-amazon.com/images/M/MV5BZDkzNGE0ZTItYTZmMi00N2NkLThmMjgtYTZjZDFkOTkyZmJmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
296174,tt2079564,Popularity Killer,2011,https://m.media-amazon.com/images/M/MV5BOGRlZTE1ZTUtYmI2OC00MzA4LTg3ZmYtNDhiZWQ1MDkwMmJlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
296573,tt3528222,Dys-,2014,https://m.media-amazon.com/images/M/MV5BZGU5NDUwYzYtZmM2NS00ZDQ2LTgxMzYtNDc5ZjkxNjI3YWIwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
297465,tt1321474,Schizofrantic,1996,https://m.media-amazon.com/images/M/MV5BY2JjN2Q3N2MtMTAzNy00ZDIwLWI0MzgtYzNkNDFiMWVhMzEzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
298174,tt4135400,The Monitor,2014,https://m.media-amazon.com/images/M/MV5BM2YwNjQ3OTgtMjlkYi00NzJiLTliMGMtYWFhNzJiZWVkZWM4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
298180,tt3761348,Monster Island,2014,https://m.media-amazon.com/images/M/MV5BMzE2MGYzOTItNDRiMS00YmNhLWI0ZGQtZWNkMzlmMTVjNWYyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
298183,tt3282720,Lazy Boyz,2014,https://m.media-amazon.com/images/M/MV5BYzJmZGYxMzAtZjIyZC00NGUzLWJmZDgtNjBmM2YwNWQ2ZjI2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
298186,tt6073772,Cynthia,2014,https://m.media-amazon.com/images/M/MV5BYzZjYzNlOTEtMzc0MC00MzlmLWIwNzctZTdlMWZlOGRjOWRhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
298193,tt2938282,Porcelain Rising,2013,https://m.media-amazon.com/images/M/MV5BMWRkNjZlYTItMzg1OC00MGYzLTkyYWYtNzE1ZTViN2Y0ZWQ3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
298484,tt3763696,Little Matthew,2014,https://m.media-amazon.com/images/M/MV5BMjcwZGM4NTEtMzg3My00N2M4LWI1ZmMtZWI4MzdmOWFmYzg5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
299496,tt0380326,Dracula Bites the Big Apple,1979,https://m.media-amazon.com/images/M/MV5BZjc1YWNmODYtNGE3OS00OWI1LTg1MDctZmRiNjY4Mzk4N2IzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
300469,tt1594426,A Chance In Hell,2011,https://m.media-amazon.com/images/M/MV5BZDFiODQ0ZWMtZjQ4Yy00Y2Y1LTg4NDktNzc0NzM3NWNjMDNhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
300608,tt2034679,Exit,2011,https://m.media-amazon.com/images/M/MV5BMGMwNGFjZGQtNTIzYi00YTA3LWJiMzctYjU3MGNlODBiYWQ0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
300767,tt2996302,H7N3,2014,https://m.media-amazon.com/images/M/MV5BYzE2NDFkZWUtNzYwMi00Zjc4LTgwZWItYzA5NGQyOTIyNDQ4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
300972,tt0426034,Human Nature,2004,https://m.media-amazon.com/images/M/MV5BNWFjOWRkYWQtMDhkNy00OTQ0LWIzMTgtZThlNjFmNzg3MTc3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
301199,tt2666156,Bible Belt Slasher: The Holy Terror,2013,https://m.media-amazon.com/images/M/MV5BMWI3OTkzMzMtZmJiMS00YWU3LThhNjgtMDI1Y2ViNTc2ZDc3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
302045,tt14512772,The Ogre,2011,https://m.media-amazon.com/images/M/MV5BNTFlNWIxY2EtMzY4OS00ZDc5LWE3NDYtZDc1MTk0YTEwY2Y2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
303327,tt3604020,Darkling,2014,https://m.media-amazon.com/images/M/MV5BZTg1NGZjMmItYjNjMC00NzE3LWIxYzYtOTkxMTJlYjllYjc0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
306634,tt3767692,Insane,2014,https://m.media-amazon.com/images/M/MV5BYjFkNWQzYjctYTU0Yy00NDZhLWJjOWMtMTIwOGJiMDYyZDkzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
306645,tt3349540,Serpent's Lullaby,2014,https://m.media-amazon.com/images/M/MV5BOTYzZjYxZTktNDUzYy00YjM3LWFiMTMtYWJiMjk2OTIxYzYzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
306648,tt3018716,Uncommon Enemies,2014,https://m.media-amazon.com/images/M/MV5BODQwZGJlNTItYTJiYS00NWI0LWIwOTgtYmRlMTFhZmRmMWZiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
306649,tt3955298,O Come All Ye Zombies,2014,https://m.media-amazon.com/images/M/MV5BZTNiMmQ2M2YtYmZiOC00MTkyLTg3NzUtMjQwOWZhMDZmMmJiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
308131,tt0846696,Gypsy Vampire,2005,https://m.media-amazon.com/images/M/MV5BOTZjNjhhZjItNjEyNi00Y2I3LTljMTItMTg4NGM2MmNjMTM0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
308348,tt3763034,"Money, Vampires & Weed",2014,https://m.media-amazon.com/images/M/MV5BMDk4ZGI2OTEtNGE1Zi00M2JiLWEzMDctM2VjZjdjNWJlODhmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
309068,tt3486826,The Girl Who Played with the Dead,2014,https://m.media-amazon.com/images/M/MV5BNjM4ZjFlMjgtNzA4MS00OTY5LWJlNWEtNTc1YzBmMGI2MDU2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
310535,tt0112535,Bloodscent,1995,https://m.media-amazon.com/images/M/MV5BMWEwOWU1OTktMjkzOS00MWYxLWI1ODQtYWIxNTI4M2ViNDk2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
310807,tt0395160,Grave Matters,2004,https://m.media-amazon.com/images/M/MV5BYTk4ZmQxNTktY2JjOC00N2QxLWI5ODctNTU3ZGI2NzI5YzI0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
313036,tt2027269,Violent Night: The Movie,2012,https://m.media-amazon.com/images/M/MV5BZjVlNTgwNTQtOWZjOC00N2VjLTgwMDMtZDBlZGEyNTcxNzIzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
313533,tt3318014,The Mothertown,2014,https://m.media-amazon.com/images/M/MV5BMGQyNWIwMTYtYmY5MC00ZTNjLTllMjktZDkwZTE5NzQ5YTMxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
313542,tt0493273,The Man and the Snake,1972,https://m.media-amazon.com/images/M/MV5BZjdhNzRiOTQtMjIwYy00YzA3LWI2NGEtYWUxODMwZDRiNGU0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
313954,tt0017541,When Hell Freezes Over,1926,https://m.media-amazon.com/images/M/MV5BNTBiYTU4YzAtYTUwYy00MWI4LWFhNWYtOTJlNmIzYTdhMTdiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
314422,tt5260312,Beautiful,2014,https://m.media-amazon.com/images/M/MV5BZWE0OTYyOWQtMjY3MS00YTVkLWIwODYtZjNjNjU5OTc1MmEzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
314958,tt0826052,The Diabolical Dr. Flak,1978,https://m.media-amazon.com/images/M/MV5BMzMwNjVkZDYtMGVmZC00NGQ3LTgxZWEtYmQ5NGUwM2Q5OGQ3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
315123,tt1357389,Echo,2008,https://m.media-amazon.com/images/M/MV5BNGVmMDYzNGYtNDJmMy00MjRlLWE2ZGItMzZmYzZkY2ZiMmVjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
315247,tt1623143,Christmas Spirits,1981,https://m.media-amazon.com/images/M/MV5BOGZmOWRhOTctOWQ2Ny00Y2JmLThhNjQtOTNjMjgxNmZhOThlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
315250,tt0898278,Comedy of Horrors,1981,https://m.media-amazon.com/images/M/MV5BMGI2MTk4NDctYzBlZC00NDZhLThmYjUtYjU0MGMwMWM5MjNhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
318381,tt0086046,On the Third Day,1983,https://m.media-amazon.com/images/M/MV5BMDkyZGFhYTYtMzYwMi00N2Q4LWFkOTktMTdkNmUxZGJlYjMwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
319202,tt2667152,Twisted Fates,2012,https://m.media-amazon.com/images/M/MV5BNDNiNDMxYWEtOTQ3YS00MDNmLTgwNDItODgwY2NlMmY4MTk5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
319365,tt1139371,Talking Skeleton,1961,https://m.media-amazon.com/images/M/MV5BNzIwNGQ5ZTYtZWRiMy00ODM3LTgxMzktMWVkMzQyYWE0OWY1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
319641,tt1207942,Mystery and Terror,1970,https://m.media-amazon.com/images/M/MV5BNmRlMWI4NmYtOWQyNS00MDQwLTkwZjAtOTBlYjk4ZDM5ZWNlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
321473,tt1051221,The Evading,2007,https://m.media-amazon.com/images/M/MV5BYzQ1NjBhNjgtOWU4NC00MDQ0LWE1MTYtZWY0MjVmMmQzNzgxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
321702,tt0396135,Bride from the Grave,1963,https://m.media-amazon.com/images/M/MV5BNjQ4ZmE1OTItNzczOC00MWM2LTliYzYtM2Q3ODQ0YmVhN2QzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
321713,tt0322489,Grudge,1968,https://m.media-amazon.com/images/M/MV5BMGIzZTUwY2ItODcwZi00YWEwLWE1Y2MtNTMyYTlhNzFkOWZiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
322410,tt8729292,The Fear of Ancestral Rites,1984,https://m.media-amazon.com/images/M/MV5BM2E5ZDc4YjUtYzhlYi00YTQ0LTliZTItY2I0NGM2MjcxNzNkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
323610,tt4201284,Jennifer Help Us,2014,https://m.media-amazon.com/images/M/MV5BOTQyOGIwMWItMzRjMS00M2FmLTk4YmQtY2JmNTIyNjc1MjUyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
323964,tt2183198,Limp,2015,https://m.media-amazon.com/images/M/MV5BZjBhYTgyNWMtZDk0ZS00OTVmLWJiOTUtNmRiN2Y4YmFkZTllXkEyXkFqcGc@._V1_UX1000.jpg,suggest
325262,tt4152820,Incall,2014,https://m.media-amazon.com/images/M/MV5BNzFhN2QyYTAtYjI1Ni00YjdkLWIyNjktZTZlNzg1NWNmMDNmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
325460,tt0206690,Do Not Disturb,1991,https://m.media-amazon.com/images/M/MV5BZDQyZmFiYzUtNTFmNi00MmNmLWI3OWUtOTU3MzAzNGQxYThkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
325609,tt2041405,Lisa's New Nightmares,1996,https://m.media-amazon.com/images/M/MV5BMzZlN2M2Y2UtYWRhMC00Y2Y0LTgxYmItOTQ1ZTY1MWI5MmZmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
325612,tt2041407,Lisa's Nightmares 3,1996,https://m.media-amazon.com/images/M/MV5BNDcxODQzMzgtNTY5MC00ZDg1LWIzN2UtOTUxNDY5OTY3ZmRiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
325614,tt2041408,Lisa's Nighmares 4,1996,https://m.media-amazon.com/images/M/MV5BZGI4MWMyYmEtYTdhMC00YmMzLWE3NmQtMTM5NTk4MzE3ZTA4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
325615,tt2041409,Lisa's Nightmares 5,1996,https://m.media-amazon.com/images/M/MV5BNzYwZDllNjItNjBmNC00ZTk4LThjMWEtZmRjNTU3NDQ1M2NjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
326194,tt2698592,Terror Of the Blood Demon,2013,https://m.media-amazon.com/images/M/MV5BODNkZDE1ZTUtMzEyZS00ZTdkLWE3N2EtNDkwMmZhODM4NzAyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
327028,tt2260920,Perseveration,2013,https://m.media-amazon.com/images/M/MV5BN2MyNmQ1ZjktNzI0ZC00YTc5LWI5YmEtNmJkYmU1MjI5NjMxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
327096,tt3182222,Shock Attack,2014,https://m.media-amazon.com/images/M/MV5BYTdlZjI4ZjUtOTY5ZS00YmJhLWIyYmMtOGY5NmE5MDBhNzRiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
329107,tt3323838,Double Dose of Terror!!,2011,https://m.media-amazon.com/images/M/MV5BODU5Njc3MjYtNGRmMy00ZDlkLWE1ZjItNWVmYjNiMzk5OWUzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
330317,tt1284446,The Blind Date of Coffin Joe,2008,https://m.media-amazon.com/images/M/MV5BNDk4MjVlNTYtNjZlZi00Y2M3LWFjZDQtYWYzZDAzZDM4YzljXkEyXkFqcGc@._V1_UX1000.jpg,suggest
330946,tt3302960,Zombie Harvest,2003,https://m.media-amazon.com/images/M/MV5BZTE3M2JmM2UtM2ZlYy00YTQwLTk5ZGQtNTBiYWViOThhNTAzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
331827,tt4512038,Rouge Fougère,2015,https://m.media-amazon.com/images/M/MV5BNjY5ZWViOTktYzg4YS00ZjA2LWFjYzctNmIwZjk1NTA0YjA5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
332764,tt0441664,Mobius,2004,https://m.media-amazon.com/images/M/MV5BMGEyODVmMjEtMGZkYS00YTJhLWEwNTItNWI3NWQ5MjRjZTMwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
332765,tt1964806,Reptoids Walk Among Us!,2011,https://m.media-amazon.com/images/M/MV5BMmI5MzBmOTEtZjZiMi00ZGRiLThlYWYtNWRkZjg4NGEzMjRlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
332769,tt1333973,Abused,2008,https://m.media-amazon.com/images/M/MV5BMTllYTlmODktMmQ4NS00MjU1LTgxNmUtYjdiOTZmMDFjN2I3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
333347,tt2165198,This Girl's Gun,2012,https://m.media-amazon.com/images/M/MV5BMDdiYmNiZDUtODhkYi00YjgzLTg3ZjQtMzhiODkxYWZjZWU4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
333395,tt3703684,Abdullah,2014,https://m.media-amazon.com/images/M/MV5BMGVkZGVmZjAtYzE1Ny00OWYxLWExYmEtZWQwYzcyMzZlYTgxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
333416,tt5243244,Manuer,2014,https://m.media-amazon.com/images/M/MV5BOTcyYWYzYTYtOTE4NC00MGM3LTk3NTctNzM0MjEzMGQ0NWZjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
333420,tt3329602,The White Lie,2006,https://m.media-amazon.com/images/M/MV5BODkwYzUxZTItOGQ0Ni00MTkxLTk3MTgtOGZkM2MxN2JiZjExXkEyXkFqcGc@._V1_UX1000.jpg,suggest
333422,tt3329604,Eating Razors,2005,https://m.media-amazon.com/images/M/MV5BY2Q1NWZkNTYtYWRhMi00MmQ0LTg2NDEtYzNmNzI2NGU1YzBhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
334715,tt2006159,Kvistur,2012,https://m.media-amazon.com/images/M/MV5BM2NiMWNkYTAtN2NmMi00Y2E4LWEzZDQtZWU0ZDI0MTFhNTZlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
334720,tt4160838,Red Love,2014,https://m.media-amazon.com/images/M/MV5BNDUyOWJmYzAtMzJkZS00NDJhLWJjYTktNjM1MjJmZTdjMjVjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
335220,tt0397622,The Scree,2004,https://m.media-amazon.com/images/M/MV5BOGQyYWZjNDItYjQwMC00NDc5LWExZTktYjZhZmFkNjA0YmIzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
335772,tt3228370,How to make a Nightmare,2015,https://m.media-amazon.com/images/M/MV5BMzdmYzZkMzUtODk5ZS00NzAxLTk3ZmItODMyMjNhMGVmYjQxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
336081,tt4319458,Cabaret Diabolique,2015,https://m.media-amazon.com/images/M/MV5BYTIzMzNmMTEtNzY0OS00OWJiLWIxNmUtYTBkMzc3YjdiZTMyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
339798,tt0289697,Dracula,1973,https://m.media-amazon.com/images/M/MV5BZDI0M2ZmODAtODAwZS00NjEyLTk5ZGYtN2MxODgyYmNkODI1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
341341,tt3836502,In Residence,2015,https://m.media-amazon.com/images/M/MV5BMDRhNGQ4MTgtYzNiZS00ZWRhLTg3YmItZWQ5NTkxMGI4ZDdhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
341733,tt2139533,46 Miles,2015,https://m.media-amazon.com/images/M/MV5BNzZmYjc3ZGMtMWMxOC00YzFkLWE3MmQtNjBmY2Q1OGU4YmYxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
342687,tt2960440,The Garage,2014,https://m.media-amazon.com/images/M/MV5BZjNmYzljZmQtOTM3ZS00MTYxLTkzMDUtOTYwYmVhNWQyNzc3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
342991,tt4906586,Prognosis,2015,https://m.media-amazon.com/images/M/MV5BNmE5OGEzZWQtZmY1Mi00MmE2LTk5MTAtY2U4ZDg5ZjEyYzg3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
343336,tt0859627,Plot 7,2007,https://m.media-amazon.com/images/M/MV5BMTZhMzk3ZmItZjhjNi00MGIwLWI2YzMtMmYxOThmYWU2NjkyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
343478,tt2095824,Weedwolf,2011,https://m.media-amazon.com/images/M/MV5BODFhODFhNDAtYmEwYy00ZTUzLWIzNjUtNjc5YTcyZWMwNDYwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
343773,tt2551318,Corpus Earthling,2012,https://m.media-amazon.com/images/M/MV5BNzc4YTMxNGUtM2RmZC00MDhlLWIxNTktMmUzY2JmNDRjMjM1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
346346,tt2129899,Bailout!,2011,https://m.media-amazon.com/images/M/MV5BNTlhOTY5NmUtZmFiMC00ODNiLTk4NTQtZmE4ZGI0YmY3Mzc4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
346964,tt2223822,Screen,2013,https://m.media-amazon.com/images/M/MV5BOGUxNWI2Y2EtZWIxNy00ZDhkLWE1ZmQtNWI0YTJjOWU4ODY4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
347679,tt4172114,Thresher,2014,https://m.media-amazon.com/images/M/MV5BZmM4ZjYxZDItZDZkMi00MDE5LWE1NTEtOGM3MzJlNjRjMDAyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
348176,tt0319567,International Necktie Strangler,2000,https://m.media-amazon.com/images/M/MV5BMzZmMzkyY2QtZTk0Yi00NTNlLThiMjItMTBjYTU3MTk1ODM4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
348761,tt1945133,Making Friends,2011,https://m.media-amazon.com/images/M/MV5BODZiZjAwMWItYWFiNS00Y2ViLTgzYmQtZGJmM2Y5YTJhZDNiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
348924,tt4520480,Realm,2015,https://m.media-amazon.com/images/M/MV5BNzkzY2Q0YTMtYWUyMy00M2RmLWIzMGMtNTgwNjNkODRlMDUxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
349114,tt1599358,The Grand Horror,2006,https://m.media-amazon.com/images/M/MV5BZDAzMWVkNTUtNDIzNy00ZGEwLWJhYzMtOWQwZjc2ZjM1YmE1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
