id,label,score,title,year,is_animal,is_creature
85166,uncertain,0.418,Fatal Pulse,1988,False,False
376598,vampire,0.59,Fangs,2015,False,True
751078,uncertain,0.38,H.P. Lovecraft's The Beast In The Cave,2016,False,False
1004885,uncertain,0.244,Vessel,2015,False,False
141644,uncertain,0.259,Hunting Humans,2002,False,False
819926,skeleton,0.799,Hellbox,2021,False,True
111753,uncertain,0.311,Drawing Blood,1999,False,False
776028,uncertain,0.208,Soul Eater,2021,False,False
522565,uncertain,0.414,The Colour Out of Space,2017,False,False
225456,uncertain,0.397,Night of the Living Babes,1987,False,False
100657,masked_killer,0.538,Violent Midnight,1963,False,True
881882,uncertain,0.255,Faye,2022,False,False
959663,snake,0.59,Myth or Fact: The Talbert Terror,2012,True,True
1011607,uncertain,0.397,Amityville Cabin,2021,False,False
199114,uncertain,0.287,Eater,2007,False,False
44097,uncertain,0.269,Curse of the Blue Lights,1988,False,False
464869,uncertain,0.202,Strangers Within,2017,False,False
104851,uncertain,0.348,Monsters,2004,False,False
741380,snake,0.986,Snake Dick,2020,True,True
991924,uncertain,0.409,The Woodsman,2022,False,False
84240,ghost,0.834,Ghost,2012,False,True
991930,uncertain,0.383,Sucker,2022,False,False
949806,uncertain,0.231,Amityville Gas Chamber,2022,False,False
27466,uncertain,0.278,Chainsaw Cheerleaders,2008,False,False
118485,doll,0.547,Mommy's Day,1997,False,True
505378,uncertain,0.173,Twinpool,2018,False,False
1021438,uncertain,0.246,Creep Hunters,2022,False,False
563588,uncertain,0.384,You're Invited: The Making of Night of the Demons,2014,False,False
863831,doll,0.532,The Girl in Cabin Thirteen,2021,False,True
257646,uncertain,0.254,Homewrecker,1992,False,False
889485,uncertain,0.286,Frank,2021,False,False
985062,uncertain,0.249,Cannibal Tick,2022,False,False
505188,uncertain,0.278,Floor 9.5,2018,False,False
795562,none,0.544,The Bridge,2021,False,False
845802,uncertain,0.383,Cult Following,2021,False,False
262621,uncertain,0.396,Haunted House on Sorority Row,2014,False,False
859357,uncertain,0.304,The Forever Room,2021,False,False
63409,uncertain,0.228,Star Vehicle,2010,False,False
939928,uncertain,0.499,Ikir Mikir,2022,False,False
39279,uncertain,0.383,AM1200,2008,False,False
1024800,uncertain,0.273,Toxic Alien Zombie Babes from Outer Space,2022,False,False
824739,uncertain,0.369,Brimstone Incorporated,2021,False,False
602314,uncertain,0.204,Balloon,2017,False,False
532756,uncertain,0.357,Lucy's Tale,2018,False,False
106836,uncertain,0.467,Judgement Day,1988,False,False
416094,uncertain,0.284,Overtime,2016,False,False
449869,uncertain,0.292,Blood: A Butcher's Tale,2010,False,False
740264,uncertain,0.47,The Chippie,2020,False,False
218868,uncertain,0.348,Phobia,2013,False,False
521040,skeleton,0.535,One for the Road,2021,False,True
281358,zombie,0.656,Amicus: House of Horrors,2012,False,True
879796,uncertain,0.478,Sink,2022,False,False
762255,uncertain,0.211,The Retreat,2020,False,False
142116,uncertain,0.273,Bio-Cop,2012,False,False
89634,zombie,0.601,The Forever Dead,2007,False,True
465762,doll,0.533,Tales from the Crypt: New Year's Shockin' Eve,2012,False,True
193474,vampire,0.552,Last Rites,1980,False,True
407739,zombie,0.908,Spring Break Zombie Massacre,2016,False,True
984805,uncertain,0.492,Moving Day,2022,False,False
92613,none,0.717,Tub,2010,False,False
201171,witch,0.697,The Wickeds,2005,False,True
958649,masked_killer,0.625,Game Over,2022,False,True
781338,zombie,0.99,Zombi VIII: Urban Decay,2021,False,True
226990,uncertain,0.276,The Listening Dead,2006,False,False
866510,ghost,0.573,Ouija Hosts,2021,False,True
703781,none,0.54,Cassandra,2020,False,False
93715,uncertain,0.228,Butchered,2010,False,False
645746,zombie,0.747,Millennial Killer,2020,False,True
872787,uncertain,0.228,Calving,2021,False,False
179255,zombie,0.789,The Book of Zombie,2010,False,True
113131,skeleton,0.937,Ghosts That Still Walk,1977,False,True
885346,uncertain,0.449,Barun Rai and the House on the Cliff,2021,False,False
752898,uncertain,0.315,Eye Exam,2020,False,False
88823,uncertain,0.227,Blood Massacre,1987,False,False
84108,ghost,0.616,Alabama's Ghost,1973,False,True
594072,zombie,0.997,Ghoul Scout Zombie Massacre,2018,False,True
987926,uncertain,0.336,Lips,2022,False,False
376788,uncertain,0.434,Tales from The Grudge,2006,False,False
264485,uncertain,0.275,Synevir,2013,False,False
889470,witch,0.549,Witch Hunt,2022,False,True
645426,uncertain,0.212,Exit,2020,False,False
202357,uncertain,0.27,The Exotic Ones,1968,False,False
419392,uncertain,0.218,Snake Bite,2016,False,False
462504,uncertain,0.25,htr2b: Transformation,2012,False,False
424465,uncertain,0.303,Forest Primeval,2008,False,False
190252,uncertain,0.187,Don't Move,2013,False,False
864844,uncertain,0.238,Snuff,2021,False,False
713523,uncertain,0.192,That Feeling...,2022,False,False
405615,uncertain,0.243,The Museum Project,2016,False,False
139404,uncertain,0.433,Hotline,1982,False,False
607244,uncertain,0.397,Cannibal Hookers,2020,False,False
574189,uncertain,0.257,Foreseen,2019,False,False
162046,uncertain,0.371,Voodoo Dolls,1991,False,False
750697,uncertain,0.285,Keratin,2020,False,False
366841,uncertain,0.278,El ahorcado,1983,False,False
91688,uncertain,0.475,Fright Show,1985,False,False
139543,uncertain,0.477,Swingers Massacre,1974,False,False
641706,zombie,0.821,The Obsessed,2019,False,True
1022672,none,0.643,Have a Smoke and Fly,2022,False,False
985146,uncertain,0.44,This Person Does Not Exist,2022,False,False
547074,uncertain,0.288,Sybil,2018,False,False
914312,uncertain,0.335,Where Monsters Lurk,2022,False,False
552707,zombie,0.882,The Dead and the Damned 3: Ravaged,2018,False,True
881349,uncertain,0.449,Dogface: A Trap House Horror,2021,False,False
296796,uncertain,0.252,Hi-8 (Horror Independent 8),2014,False,False
108890,uncertain,0.27,Keep My Grave Open,1976,False,False
397137,werewolf,0.719,The Devil's Woods,2015,False,True
1032710,uncertain,0.327,As Darkness Sets In,1984,False,False
759957,uncertain,0.457,Mistress of Bones,2020,False,False
514791,uncertain,0.356,Shhhh,2014,False,False
58955,werewolf,0.616,Avia: Vampire Hunter,2005,False,True
249087,witch,0.504,Pontianak Menjerit,2005,False,True
935066,uncertain,0.461,Black Jack,2022,False,False
552655,uncertain,0.263,NSFW,2016,False,False
270297,uncertain,0.288,Devil's Ecstasy,1976,False,False
40449,masked_killer,0.549,The Long Island Cannibal Massacre,1980,False,True
662957,uncertain,0.456,Texas Death Trippin',2019,False,False
47205,uncertain,0.438,La cage aux zombies,1995,False,False
1016526,uncertain,0.231,Slash-O-Lantern Part II,2022,False,False
744428,uncertain,0.221,Miranda Veil,2020,False,False
327445,skeleton,0.53,Till Sunset,2012,False,True
423549,uncertain,0.225,No Touching,2016,False,False
978906,uncertain,0.278,Rumah Kuntilanak,2022,False,False
333472,uncertain,0.255,Slit,2015,False,False
329841,demon,0.806,And Here No Devil Can Hurt You,2011,False,True
189409,uncertain,0.439,All Flowers in Time,2010,False,False
359252,zombie,0.727,The Chickening,2015,False,True
744515,uncertain,0.354,The Elvis Room,2016,False,False
508409,uncertain,0.293,Woman in the Book,2016,False,False
52309,witch,0.591,Breaking Her Will,2009,False,True
365850,uncertain,0.288,The Thing in the Apartment,2015,False,False
787344,uncertain,0.252,Devil in the Woods,2021,False,False
135240,uncertain,0.305,Hell's Fever,2006,False,False
584147,uncertain,0.374,Apparitions,2021,False,False
77319,uncertain,0.283,The Night of Bloody Horror,1969,False,False
310947,uncertain,0.248,Usher,2002,False,False
297881,none,0.539,Dead Hearts,2014,False,False
55937,none,0.567,"Monsters, Marriage and Murder in Manchvegas",2009,False,False
262087,uncertain,0.334,MurderDrome,2013,False,False
85669,uncertain,0.441,The Keeper,1976,False,False
563289,uncertain,0.368,Truth or Double Dare,2018,False,False
348179,uncertain,0.298,The Ecstasy of Isabel Mann,2012,False,False
880774,snake,0.729,SHC: Freak Accident,2022,True,True
422933,vampire,0.966,Jugular Wine: A Vampire Odyssey,1994,False,True
434661,zombie,0.827,Zombie Pizza,2017,False,True
990382,uncertain,0.252,OnlyFans,2022,False,False
1030372,uncertain,0.344,The Eye,2022,False,False
276691,uncertain,0.297,Scary Tales,1993,False,False
890729,uncertain,0.345,What Happened Downstairs?,2021,False,False
818108,uncertain,0.396,Miracle Valley,2021,False,False
450498,uncertain,0.292,Don't Ever Change,2017,False,False
820645,uncertain,0.296,So Vam,2021,False,False
213333,ghost,0.668,The Shadows,2011,False,True
340032,uncertain,0.197,Sammy,2002,False,False
1026068,uncertain,0.412,Happy Halloween,2021,False,False
797333,uncertain,0.235,Freak,2022,False,False
843880,uncertain,0.233,Purgatory,2021,False,False
896352,uncertain,0.169,Adopted,2021,False,False
532875,uncertain,0.265,Single AF,2018,False,False
759619,uncertain,0.235,Bad Vibes,2020,False,False
136212,uncertain,0.336,Possession,1987,False,False
240896,uncertain,0.378,Trail of Blood,2011,False,False
322339,uncertain,0.199,Itsy Bitsy Spiders,2013,False,False
751422,zombie,0.544,Dead Mall,2020,False,True
273725,uncertain,0.215,Slaughter Daughter,2012,False,False
739451,snake,0.73,Snake Eyes: An ASMR Nightmare Experience,2020,True,True
904648,uncertain,0.256,The Ogress,2022,False,False
774139,uncertain,0.287,Box Fort,2020,False,False
816656,ghost,0.634,Electromagnetic,2020,False,True
480259,uncertain,0.271,Proxy: A Slender Man Story,2012,False,False
568016,uncertain,0.312,Remote Viewing,2018,False,False
94545,uncertain,0.333,The Bushwhacker,1968,False,False
559928,uncertain,0.286,Heaven's War,2018,False,False
738493,uncertain,0.255,The Chrysalis,2020,False,False
1011879,uncertain,0.169,The Homunculus,2022,False,False
757013,uncertain,0.393,Mirror Gaze,2020,False,False
1012076,uncertain,0.216,Heartbeater,2022,False,False
972561,uncertain,0.3,Pandora,2022,False,False
326662,vampire,0.57,Caress of the Vampire,1996,False,True
588087,uncertain,0.306,A Girl Walks Home Alone at Night,2011,False,False
945966,uncertain,0.488,The Texas Chainsaw Massacre: Revelations,2022,False,False
785174,uncertain,0.429,Heart of the Home,2021,False,False
532762,uncertain,0.238,The Gaze,2017,False,False
248557,uncertain,0.321,Zombies Reborn,2012,False,False
671712,uncertain,0.358,Double Tap,2020,False,False
806431,uncertain,0.303,Transfigure,2021,False,False
224645,uncertain,0.238,Streets of Death,1987,False,False
753973,uncertain,0.335,Sweet Taste of Souls,2020,False,False
643114,ghost,0.525,The Light,2019,False,True
494678,uncertain,0.433,Santa Claus: Serial Rapist,2016,False,False
90360,vampire,0.704,Dracula (The Dirty Old Man),1969,False,True
347070,uncertain,0.392,The Stylist,2016,False,False
739422,uncertain,0.195,Edmund Kemper - Part 1: La mort de ma vie,2001,False,False
662267,uncertain,0.333,Sleepwalker,2020,False,False
801109,uncertain,0.19,Shadowprowler,2021,False,False
514793,uncertain,0.275,AS:VS Back in Business,2015,False,False
815143,uncertain,0.317,A Shot in the Dark,2020,False,False
782140,clown,0.987,Carnivale Creepshow,2014,False,True
527364,uncertain,0.334,Dark Vale,2018,False,False
210556,uncertain,0.265,Treasure Chest Of Horrors,2012,False,False
223075,skeleton,0.787,The Cabin,2013,False,True
275203,uncertain,0.357,Locked in a Room,2012,False,False
756342,uncertain,0.209,First Date,2020,False,False
692079,none,0.607,First Kiss,2018,False,False
522066,doll,0.571,Bath Bomb,2018,False,True
418835,uncertain,0.405,La zona del silencio,1990,False,False
816538,uncertain,0.196,They're Here,2020,False,False
471467,ghost,0.61,Daemonrunner,2017,False,True
227070,uncertain,0.424,Ghostlight,2013,False,False
572428,uncertain,0.417,Sniper Corpse,2019,False,False
645941,uncertain,0.408,Mr. Tricker's Treat,2011,False,False
70822,uncertain,0.408,Ominous,2009,False,False
728305,uncertain,0.419,The Last Five Days,2020,False,False
588080,skeleton,0.501,The Final Ride,2021,False,True
470535,bird,0.891,Two Birds,2017,True,True
69010,uncertain,0.437,One of Them,2003,False,False
853810,uncertain,0.494,Fucky,2022,False,False
739474,uncertain,0.242,CURE!,2020,False,False
618057,uncertain,0.253,Jessie's Super Normal Regular Average Day,2019,False,False
485969,uncertain,0.285,Lost & Found: The True Hollywood Story of Silver Screen Cinema Pictures International,2017,False,False
166757,zombie,0.796,Last Ride,2011,False,True
643592,uncertain,0.291,The Fear of Looking Up,2019,False,False
996266,uncertain,0.262,Aperio,2022,False,False
456862,uncertain,0.296,Garden Party Massacre,2017,False,False
469603,uncertain,0.321,Victimized,2014,False,False
588629,uncertain,0.378,Mimic,2016,False,False
520151,uncertain,0.374,Exposure,2018,False,False
489454,clown,0.977,The Devil's Warehouse,2016,False,True
933088,uncertain,0.432,The Abandon,2022,False,False
805446,skeleton,0.529,American Cannibal,2018,False,True
647895,uncertain,0.234,Recife Assombrado,2019,False,False
509009,uncertain,0.338,All the Devils are Here,2014,False,False
407638,uncertain,0.285,Sunshine Girl and The Hunt For Black Eyed Kids,2012,False,False
567853,clown,0.649,Haunted Maze,2017,False,True
395877,demon,0.521,Tali Pocong Perawan 2,2012,False,True
972681,uncertain,0.26,Nyctophile,2022,False,False
135132,ghost,0.587,Final Curtain,1957,False,True
225866,uncertain,0.188,Amnesiac,2013,False,False
747005,uncertain,0.301,The August Club,2020,False,False
251183,uncertain,0.196,Fortune Cookie Prophecies,2011,False,False
510441,uncertain,0.291,Pretty Fine Things,2016,False,False
885189,uncertain,0.337,The Girl from Nowhere,2021,False,False
855451,uncertain,0.263,Origin,2010,False,False
110438,uncertain,0.483,White Panic,2005,False,False
512524,ghost,0.674,Milk,2018,False,True
141642,uncertain,0.333,Final Remains,2005,False,False
334749,uncertain,0.448,Blood Rites,2012,False,False
278954,demon,0.513,Horno,2009,False,True
462310,uncertain,0.322,The Wanderers: The Quest of The Demon Hunter,2018,False,False
726521,zombie,0.58,Teething,2020,False,True
483851,uncertain,0.357,Scareycrows,2017,False,False
803442,uncertain,0.28,Who's With Me?,2021,False,False
888212,skeleton,0.676,The Scout,2022,False,True
104184,skeleton,0.936,Death Knows Your Name,2007,False,True
438055,uncertain,0.311,Cannibal Claus,2016,False,False
373350,clown,0.947,Jingles the Clown,2009,False,True
97808,uncertain,0.275,Conjure,2006,False,False
882055,ghost,0.666,Bad Ben 7: The Haunted Highway,2020,False,True
461618,uncertain,0.441,Tsunambee,2017,False,False
782390,ghost,0.569,Another Found Footage Film,2021,False,True
798091,uncertain,0.304,C.L.E.A.N.,2020,False,False
343243,uncertain,0.251,The Sins of Dorian Gray,1983,False,False
733937,uncertain,0.25,Screwdriver,2020,False,False
969608,none,0.519,We Will Never Be Free,2022,False,False
731163,zombie,0.965,Pit Stop,2020,False,True
246448,uncertain,0.369,War of the Dead,2006,False,False
480121,none,0.645,Prankz,2017,False,False
999126,skeleton,0.794,Wine Creek,2022,False,True
481097,ghost,0.834,Spirit,2010,False,True
124230,zombie,0.752,Townies,1999,False,True
792149,zombie,0.536,Dead Again,2021,False,True
318582,zombie,0.926,Zombie Gang Bangers,1997,False,True
84181,zombie,0.662,Doctor Spine,2011,False,True
645900,shark,0.845,Jaws,1978,True,True
360052,zombie,0.58,Here Comes a Vampire,1990,False,True
644670,uncertain,0.206,The Killing Secret,2018,False,False
282616,masked_killer,0.938,Masks: Sentient,2013,False,True
987136,skeleton,0.574,Bad Bones,2022,False,True
295278,uncertain,0.294,Look Who's Toxic,1990,False,False
1013699,uncertain,0.18,The Shining Pyramid,1979,False,False
895433,witch,0.636,Offerings,2022,False,True
861332,uncertain,0.264,Bitter Taste of Ginger,2021,False,False
1015798,uncertain,0.404,Cameo,2021,False,False
143095,uncertain,0.312,Salome,1973,False,False
724736,uncertain,0.277,Two Days Along The Ridge,2020,False,False
1027859,ghost,0.613,The Hidden,2021,False,True
140218,zombie,0.83,Zombie Babies,2011,False,True
48262,uncertain,0.383,Drillbit,1992,False,False
930253,none,0.595,A Cloud So High,2022,False,False
763162,skeleton,0.535,The Deal,2016,False,True
361846,uncertain,0.303,Dark Harvest,1992,False,False
91405,uncertain,0.368,Hantu Dalam Botol Kicap,2012,False,False
775596,uncertain,0.239,The Sherman Oaks Haunting,2020,False,False
139993,uncertain,0.356,Fertilize the Blaspheming Bombshell!,1990,False,False
280241,doll,0.57,Tabloid!,1985,False,True
379855,uncertain,0.201,The Army Within,2014,False,False
997319,uncertain,0.196,Fourteen Flies,2022,False,False
251136,demon,0.892,The Master Demon,1991,False,True
283431,uncertain,0.327,Addicted to Murder 2: Tainted Blood,1998,False,False
247113,skeleton,0.932,Death in Focus,1989,False,True
752795,uncertain,0.316,Araf 3: Cinler Kitabi,2019,False,False
853796,uncertain,0.449,The Parker Sessions,2021,False,False
891702,uncertain,0.324,Hosticide,2022,False,False
28767,uncertain,0.43,Darkness Surrounds Roberta,2008,False,False
264642,shark,0.99,Great White,1998,True,True
636530,skeleton,0.56,Killer Queen,2019,False,True
796945,doll,0.529,Seasons,2021,False,True
525301,ghost,0.616,Boogeyman II: Redux,2003,False,True
710219,uncertain,0.35,Dog Skin,2019,False,False
776294,none,0.878,The House and The White String,2020,False,False
224007,uncertain,0.271,Vultures,1983,False,False
113909,demon,0.578,Insight of Evil,2004,False,True
611908,uncertain,0.302,Wakey Wakey,2019,False,False
596422,uncertain,0.334,Jeremiah,2019,False,False
608260,uncertain,0.384,Crepitus,2018,False,False
611153,uncertain,0.43,Deep Tissue,2019,False,False
700686,uncertain,0.26,Prey,2019,False,False
732045,uncertain,0.265,Death by 1000 Cuts,2020,False,False
58801,uncertain,0.289,Dark Heritage,1989,False,False
322246,uncertain,0.394,White Creek,2014,False,False
550622,uncertain,0.222,The Fabric,2018,False,False
782984,uncertain,0.27,Invidia,2020,False,False
557920,clown,0.757,Elves,2018,False,True
468303,uncertain,0.283,The Cropsey Incident,2017,False,False
761116,uncertain,0.387,From the Dark,2020,False,False
721466,uncertain,0.299,Beyond the Shadows,2020,False,False
836325,demon,0.543,The Mime,2018,False,True
551096,uncertain,0.289,Shadow of the Missing,2018,False,False
715235,ghost,0.582,Rising,2020,False,True
128827,uncertain,0.463,How to Get Revenge,1989,False,False
821385,uncertain,0.181,Music Box,2020,False,False
89933,uncertain,0.189,Mark of Cain,1986,False,False
439417,uncertain,0.449,Nailed,2007,False,False
196139,uncertain,0.361,Helter Skelter,2000,False,False
334839,uncertain,0.284,Slut,2014,False,False
785166,none,0.577,The Teachers,2020,False,False
221357,uncertain,0.372,The Tiffany Problem,2008,False,False
642994,zombie,0.815,Bob Freeman: Exterminator For Hire,2019,False,True
386879,demon,0.533,The Passing,2014,False,True
788073,uncertain,0.321,Room 731,2015,False,False
141899,uncertain,0.477,Dead Soon,2012,False,False
507109,uncertain,0.294,Chatter,2015,False,False
793354,none,0.507,Writers Block,2020,False,False
600938,uncertain,0.298,Texas Zombie Wars: El Paso Outpost,2019,False,False
271075,bird,0.781,Attack of the Brainsucker,2012,True,True
780688,none,0.591,Mute,2018,False,False
840537,uncertain,0.248,Pasture,2021,False,False
224677,uncertain,0.412,Last Dance,1992,False,False
80390,uncertain,0.404,The Inner Room,2011,False,False
249921,skeleton,0.615,Silent but Deadly,2012,False,True
988192,uncertain,0.269,Wanalathi,2022,False,False
713582,uncertain,0.296,Murder Hornets,2020,False,False
566926,uncertain,0.266,Death Trip,2021,False,False
133918,uncertain,0.27,Re-Animator: 1942,2008,False,False
915156,uncertain,0.452,Lost Footage,2022,False,False
444803,uncertain,0.272,Cla'am,2017,False,False
815279,uncertain,0.467,Atrophy,2021,False,False
856517,uncertain,0.306,Tales of the Creeping Death,2021,False,False
310451,vampire,0.764,Vampz,2004,False,True
28265,uncertain,0.302,Lovesick: Sick Love,2004,False,False
156252,uncertain,0.313,Phobic,2002,False,False
106972,uncertain,0.443,Bloodthirst 2: Revenge of the Chupacabras,2005,False,False
755792,uncertain,0.358,Deep Breaths,2020,False,False
781418,uncertain,0.349,Franco Sex Doll,2018,False,False
1019342,uncertain,0.187,The Mermaid,2022,False,False
357106,uncertain,0.28,Lust in the Mummy's Tomb,2002,False,False
265465,clown,0.565,Fright House,1989,False,True
222025,skeleton,0.83,Red Eyes,1994,False,True
136013,uncertain,0.282,Forever,1992,False,False
629363,clown,0.961,It's Here,2019,False,True
250352,masked_killer,0.557,Dream Stalker,1991,False,True
904633,ghost,0.503,Our Enemy,2021,False,True
28079,demon,0.966,Demon Lover,1992,False,True
809556,uncertain,0.223,Bath Time,2015,False,False
337530,uncertain,0.27,Make Them Die Sleazy!,2014,False,False
764619,uncertain,0.332,Abigail,2019,False,False
125659,uncertain,0.281,Disgusting Spaceworms Eat Everyone!!,1989,False,False
516028,demon,0.562,"Your Flesh, Your Curse",2017,False,True
786126,uncertain,0.338,The Retreat,2021,False,False
731204,uncertain,0.233,Beast by Night,2020,False,False
336824,uncertain,0.251,The Warning,2015,False,False
861043,uncertain,0.407,Boys Night,2021,False,False
547146,ghost,0.958,Ghostface,2018,False,True
508773,uncertain,0.272,Bounty,2009,False,False
745936,uncertain,0.376,Banshee,2010,False,False
847171,uncertain,0.125,'93: Del Soul,2021,False,False
202508,uncertain,0.427,Everyone Must Die!,2012,False,False
876227,uncertain,0.264,Rancour,2019,False,False
880724,ghost,0.61,Paranormal Activity: Origin of Toby,2020,False,True
423269,uncertain,0.223,Halloween Spookies,2016,False,False
295711,uncertain,0.295,The Border,2015,False,False
425576,uncertain,0.398,Cinemaphobia,2009,False,False
853585,uncertain,0.241,Sexy Furby,2021,False,False
895862,ghost,0.94,Ghost 14,2022,False,True
487266,uncertain,0.36,Don't Answer the Door,2017,False,False
741632,uncertain,0.364,Mourn,2020,False,False
1005559,uncertain,0.46,Heavy Metal vs. Dominator,2005,False,False
834578,uncertain,0.29,Masterpiece,2020,False,False
899810,uncertain,0.124,Don't Die First,2021,False,False
542620,uncertain,0.306,Evil Night,2014,False,False
636519,uncertain,0.304,Ride,2019,False,False
944251,shark,0.978,SHARK CAR: The Movie,2022,True,True
853959,ghost,0.583,Eje,2021,False,True
342732,uncertain,0.271,Franklin: A Symphony of Pain,2015,False,False
1030187,uncertain,0.349,Wild Hunt,2021,False,False
470032,witch,0.51,Barbecue Death Squad From Hell,1986,False,True
773701,uncertain,0.341,Klaus Eats Butterflies,2020,False,False
756545,uncertain,0.483,Chills Down Your Spine,2020,False,False
681914,witch,0.616,The Vicious,2019,False,True
187851,uncertain,0.315,They Bite,1996,False,False
353950,uncertain,0.291,Remake,2012,False,False
266825,uncertain,0.236,Snuff 2000,2002,False,False
93888,uncertain,0.461,The Black Cat,1966,False,False
550695,uncertain,0.437,Snot,1993,False,False
855912,uncertain,0.472,Badass Bunyip,2021,False,False
69686,uncertain,0.411,After Sundown,2006,False,False
552457,uncertain,0.284,Aswang,2018,False,False
35984,none,0.79,Medley - Brandelli di scuola,2000,False,False
97649,werewolf,0.5,The Legend of Harrow Woods,2012,False,True
767214,none,0.52,Paranoia Tapes 9: DVD-,2020,False,False
639884,uncertain,0.322,Deadhouse,2005,False,False
756820,ghost,0.527,Face your Fears | Thriller shorts for Adults,2020,False,True
780591,uncertain,0.179,Recluse,2020,False,False
332690,uncertain,0.287,The Banishing,2013,False,False
27739,zombie,0.898,The Zombie Chronicles,2002,False,True
498939,ghost,0.527,From The Woods,2013,False,True
891514,uncertain,0.203,That Halloween,2021,False,False
693670,doll,0.508,The Spooky Pumpkin,2020,False,True
771157,uncertain,0.421,Paranormal Doorways,2021,False,False
314977,uncertain,0.248,Journey to the Beyond,1980,False,False
651692,masked_killer,0.687,Virtual Death Match,2020,False,True
695697,uncertain,0.181,The 3rd Eye Murders,2020,False,False
935097,uncertain,0.227,Banette's Curse,2020,False,False
282399,uncertain,0.473,The Music of Erich Zann,1980,False,False
57503,uncertain,0.267,The Ascension,2011,False,False
88352,werewolf,0.591,The Weirdo,1989,False,True
253712,uncertain,0.208,To Have and to Hold,2001,False,False
183872,uncertain,0.389,Evil Nurse 2,2011,False,False
773691,uncertain,0.295,Deirdre Of The Sorrows,2020,False,False
303898,uncertain,0.197,Cut Throat,2002,False,False
705450,uncertain,0.296,I Who Have No One,2019,False,False
279256,werewolf,0.616,Zombie Werewolves Attack!,2009,False,True
220139,uncertain,0.257,Paku Pontianak,2013,False,False
387391,uncertain,0.402,Bangin' Vengeance!,2011,False,False
246917,uncertain,0.496,The Bonesetter,2003,False,False
263124,doll,0.84,And When She Was Bad...,1973,False,True
814406,doll,0.703,A Little More Flesh II,2021,False,True
551407,zombie,0.589,Inner Depravity,2005,False,True
163514,uncertain,0.402,The Darkside,1987,False,False
484354,zombie,0.708,Phantasmagoria: A Puzzle of Flesh,2017,False,True
301010,uncertain,0.44,Shadows of the Dead,2004,False,False
480304,zombie,0.517,Experiment 7,2009,False,True
113409,uncertain,0.38,Love Bite,2008,False,False
466302,demon,0.521,Islamic Exorcist,2017,False,True
632262,ghost,0.788,Changeling,2019,False,True
515389,uncertain,0.367,Dark Night,2019,False,False
926723,ghost,0.536,Serpentine,2022,False,True
294310,uncertain,0.315,Essence of Echoes,2002,False,False
944471,alien,0.64,Underneath: An Anthology of Terror,2021,False,True
1031393,uncertain,0.282,Faces of Dying V,2022,False,False
621465,uncertain,0.464,Momo: The Missouri Monster,2019,False,False
673933,uncertain,0.188,The Jelly Wrestler,2013,False,False
998409,werewolf,0.53,The Bitch That Cried Wolf,2013,False,True
901040,uncertain,0.18,Thanksgiving,2012,False,False
735734,ghost,0.671,Dinah,2019,False,True
1014421,skeleton,0.585,(Dis)Satisfaction,2022,False,True
763091,ghost,0.843,"An Excerpt from: ""Apparitions of Regret""",2020,False,True
1005388,uncertain,0.247,Nekrology,2022,False,False
691212,uncertain,0.288,The Changing of Ben Moore,2015,False,False
346560,uncertain,0.495,Legend of Dark Rider,2016,False,False
932890,uncertain,0.273,Slice,2022,False,False
750305,uncertain,0.215,"Finally, You",2020,False,False
728065,uncertain,0.407,The Tribe Murders,2020,False,False
914799,witch,0.702,Hell Night,2022,False,True
102111,vampire,0.792,Cougars,2012,False,True
331020,uncertain,0.279,The Cuckoo Clocks of Hell,2011,False,False
265700,uncertain,0.307,Da Possessed,2014,False,False
778211,uncertain,0.331,Harp Brothers,2020,False,False
565598,masked_killer,0.945,Kill Canibal Retards,2003,False,True
828514,uncertain,0.271,The Dark Offerings,2022,False,False
1026721,uncertain,0.264,Joshua,2022,False,False
295307,uncertain,0.347,The Murders of Brandywine Theater,2014,False,False
116630,uncertain,0.284,Watch Me,2006,False,False
90170,uncertain,0.411,"Filth to Ashes, Flesh to Dust",2011,False,False
406208,witch,0.828,Something Wicked This Way Comes,1972,False,True
600701,alien,0.615,Mama Minta Pulsa,2012,False,True
536919,uncertain,0.219,The Creek,2018,False,False
559426,uncertain,0.301,Keep the Gaslight Burning,2018,False,False
760512,uncertain,0.446,Solstice,2020,False,False
180168,uncertain,0.362,Mr. Ice Cream Man,1996,False,False
623670,uncertain,0.258,Hippopotamus,2018,False,False
20485,uncertain,0.231,Growing Out,2009,False,False
274897,uncertain,0.428,Zombie Toxin,1996,False,False
538698,uncertain,0.447,Black Mamba,2018,False,False
208657,uncertain,0.312,She Lives by Night,2001,False,False
493825,none,0.511,The Open Doors,2004,False,False
350718,uncertain,0.251,The Truck,2013,False,False
750206,uncertain,0.209,Cry,2018,False,False
543581,clown,0.755,2 Die For,2018,False,True
451271,uncertain,0.195,Black Asylum,2013,False,False
564446,demon,0.566,Hellbound,2018,False,True
634527,uncertain,0.422,Ancient Demon Succubi,2014,False,False
426516,uncertain,0.271,The Silver Mummy,1999,False,False
752904,uncertain,0.247,Thirst,2020,False,False
567429,zombie,0.612,Lycanimator,2018,False,True
456561,uncertain,0.439,Shallow Water,2017,False,False
538614,uncertain,0.169,Instinct,2017,False,False
43729,ghost,0.511,Reflections,2008,False,True
310331,uncertain,0.199,Cypress,2003,False,False
295338,uncertain,0.374,Bloody Tease,2004,False,False
