id,title,original_title,original_language,ocr_source,ocr_chars,ocr_lang,ocr_lang_score,overlap_title,overlap_original,overlap_max_local,translated,overlap_translated,overlap_max,translate_error,suspect
319641,Mystery and Terror,Hiwaga ng lagim,en,detecttext_essay,200,id,0.4403,0.0,0.3333,0.3333,1,0.0,0.3333,,1
319847,Hansel Vs. Gretel,Hansel Vs. Gretel,en,detecttext_essay,68,en,0.8617,0.3333,0.3333,0.3333,0,,0.3333,,1
320413,The Greasy Strangler,The Greasy Strangler,en,detecttext_essay,12,en,0.9991,0.3333,0.3333,0.3333,0,,0.3333,,1
320654,Chayamoy,ছায়াময়,bn,detecttext_alllang,86,en,0.862,0.0,0.0,0.0,0,,0.0,,1
320678,Vampyres,Vampyres,es,detecttext_alllang,343,en,0.7073,0.0,0.0,0.0,0,,0.0,,1
320799,Hanako of the Toilet,新生　トイレの花子さん,ja,detecttext_alllang,84,en,0.3155,0.0,0.0,0.0,0,,0.0,,1
320844,Feral,Feral,en,detecttext_essay,293,en,0.246,0.0,0.0,0.0,0,,0.0,,1
320883,The Dollhouse,官能の館　人妻昇天,ja,detecttext_alllang,34,tl,0.2022,0.0,0.0,0.0,1,0.0,0.0,,1
321686,The Story of Jang-hwa and Heung-ryeon,장화홍련전,ko,detecttext_alllang,28,bs,0.4468,0.125,0.0,0.125,1,0.125,0.125,,1
321695,Madam White Snake,백사부인,ko,detecttext_alllang,177,lv,0.2091,0.0,0.0,0.0,1,0.0,0.0,,1
321699,The Iron-Eating Monster,불가사리,ko,detecttext_alllang,55,en,0.6113,0.25,0.0,0.25,0,,0.25,,1
321702,Bride from the Grave,무덤에서 나온 신랑,en,detecttext_essay,34,nl,0.2178,0.25,0.0,0.25,1,0.25,0.25,,1
321704,A Ghost Story,Mokdandeunggi,en,detecttext_alllang,67,en,0.9448,0.0,0.0,0.0,0,,0.0,,1
321705,Sell Your Life,목숨을 판 사나이,en,detecttext_essay,71,,,0.0,0.0,0.0,1,0.0,0.0,,1
321707,A Regret,한,ko,detecttext_alllang,67,en,0.9707,0.0,0.0,0.0,0,,0.0,,1
321709,Space Monster Wangmagwi,우주괴인 왕마귀,ko,detecttext_alllang,172,en,0.3931,0.0,0.0,0.0,0,,0.0,,1
321713,Grudge,Han 2,en,detecttext_essay,106,nl,0.3276,0.0,0.0,0.0,1,0.0,0.0,,1
321718,The Devil and the Beauty,악마와 미녀,ko,detecttext_alllang,28,en,0.9374,0.0,0.0,0.0,0,,0.0,,1
321723,A Ghost Story of Joseon Dynasty,이조괴담,ko,detecttext_alllang,24,nl,0.4452,0.0,0.0,0.0,1,0.0,0.0,,1
321725,Revenge of a Mother,엄마의 한,en,detecttext_essay,47,,,0.0,0.0,0.0,0,,0.0,,1
321735,Resistance,향전,ko,detecttext_alllang,64,en,0.5625,0.0,0.0,0.0,0,,0.0,,1
321737,Resentment of Daughter-in-Law,며느리의 恨,ko,detecttext_alllang,16,su,0.3544,0.0,0.0,0.0,1,0.0,0.0,,1
322036,A Resented Woman,Wonnyeo,en,detecttext_essay,42,,,0.0,0.0,0.0,0,,0.0,,1
322042,The Black Hair,흑발,ko,detecttext_alllang,99,en,0.9841,0.3333,0.0,0.3333,0,,0.3333,,1
322043,Cheonmasingeom,Cheonmasingeom,en,detecttext_alllang,55,en,0.2909,0.0,0.0,0.0,0,,0.0,,1
322044,Evil Spirit,Aglyeong,en,detecttext_alllang,54,tl,0.3956,0.0,0.0,0.0,1,0.0,0.0,,1
322048,Remodelled Beauty,정형미인,ko,detecttext_alllang,8,en,0.01,0.0,0.0,0.0,0,,0.0,,1
322050,Human Affairs Are Nothing,인사여무,en,detecttext_essay,163,en,0.3029,0.0,0.0,0.0,0,,0.0,,1
322058,A Brave King,Yongsa-wang,en,detecttext_essay,71,id,0.2688,0.0,0.0,0.0,1,0.0,0.0,,1
322061,Toxin,Toxin,en,detecttext_essay,7,en,0.9992,0.0,0.0,0.0,0,,0.0,,1
322170,,,,detecttext_essay,58,en,0.9549,0.0,0.0,0.0,0,,0.0,,1
322401,Mist Whispers Like a Woman,안개는 女子처럼 속삭인다,ko,detecttext_alllang,49,en,0.1844,0.0,0.0,0.0,0,,0.0,,1
322410,The Fear of Ancestral Rites,제4의 공포,en,detecttext_essay,88,lt,0.2091,0.2,0.0,0.2,1,0.2,0.2,,1
322418,Evil Hits Evil,흑삼귀,ko,detecttext_alllang,98,en,0.5466,0.0,0.0,0.0,0,,0.0,,1
322427,Woman's Wail,여곡성,ko,detecttext_alllang,25,en,0.3055,0.0,0.0,0.0,0,,0.0,,1
322431,The Gods' Stranger,신의 이방인,ko,detecttext_alllang,28,en,0.9124,0.3333,0.0,0.3333,0,,0.3333,,1
322496,Spooky School,학교전설,ko,detecttext_alllang,11,en,0.9502,0.0,0.0,0.0,0,,0.0,,1
322497,Artist,Atiseuteu,en,detecttext_alllang,19,vi,0.3932,0.0,0.0,0.0,1,0.0,0.0,,1
322499,4 Days,4요일,ko,detecttext_alllang,210,en,0.8134,0.0,0.0,0.0,0,,0.0,,1
322505,Night Trap,Night Trap,en,detecttext_essay,8,en,0.977,0.0,0.0,0.0,0,,0.0,,1
322528,Mr. Zombie,미스터 좀비,ko,detecttext_alllang,199,en,0.8785,0.0,0.0,0.0,0,,0.0,,1
322534,Natural Burials,수목장,ko,detecttext_alllang,70,id,0.4901,0.0,0.0,0.0,1,0.0,0.0,,1
322543,Zombie School,좀비스쿨,ko,detecttext_alllang,54,en,0.5094,0.0,0.0,0.0,0,,0.0,,1
322572,Hero's Love Song,영웅연가,ko,detecttext_alllang,87,lt,0.4964,0.0,0.0,0.0,1,0.0,0.0,,1
322573,Legend of the White Snake,Baegsajeon,en,detecttext_alllang,78,en,0.938,0.2,0.0,0.2,0,,0.2,,1
322574,The Gates of Hell,Ji-okmun,en,detecttext_essay,17,,,0.0,0.0,0.0,0,,0.0,,1
322576,Young-gu and Ddaengchili,영구와 땡칠이,ko,detecttext_alllang,47,su,0.1827,0.0,0.0,0.0,1,0.0,0.0,,1
322577,Young-gu and Ddaengchili 4: Hong Kong Granny Ghost,영구와 땡칠이 4: 홍콩 할매귀신,ko,detecttext_alllang,69,en,0.2612,0.0,0.0,0.0,0,,0.0,,1
322586,A Growing Business,신장개업,ko,detecttext_alllang,70,en,0.6142,0.0,0.0,0.0,0,,0.0,,1
322587,Hot Service: A Cruel Hairdresser,화끈한 써비스: 어느 잔인한 미용사의,ko,detecttext_alllang,108,en,0.2352,0.0,0.0,0.0,0,,0.0,,1
322593,A Story of Two Sisters,장화홍련전,ko,detecttext_alllang,73,en,0.8641,0.0,0.0,0.0,0,,0.0,,1
322609,Resented Spirit of Baby Bride Groom,꼬마신랑의 한,ko,detecttext_alllang,41,en,0.5213,0.0,0.0,0.0,0,,0.0,,1
322858,The Third Sex,The Third Sex,en,detecttext_essay,22,en,0.9619,0.0,0.0,0.0,0,,0.0,,1
323214,Alexia,Alexia,es,detecttext_alllang,298,es,0.6151,0.0,0.0,0.0,1,0.0,0.0,,1
323262,Holidays,Holidays,en,detecttext_essay,7,en,0.9712,0.0,0.0,0.0,0,,0.0,,1
323625,Ojuju,Ojuju,,detecttext_essay,5,id,0.4895,0.0,0.0,0.0,1,0.0,0.0,,1
323851,Rumah Pusaka Di Simpang Jalan,Rumah Pusaka Di Simpang Jalan,en,detecttext_essay,268,ms,0.3447,0.2,0.2,0.2,1,0.0,0.2,,1
324010,13 aam Pakkam Paarkka,13 aam Pakkam Paarkka,ta,detecttext_alllang,29,en,0.8557,0.0,0.0,0.0,0,,0.0,,1
324075,Fatal Nightmare,Pesadilla Fatal,es,detecttext_alllang,39,en,0.6294,0.0,0.0,0.0,0,,0.0,,1
324084,Stray Dogs,Псы,ru,detecttext_alllang,62,ru,0.9968,0.0,0.0,0.0,1,0.0,0.0,,1
324246,The Hood Has Eyez,The Hood Has Eyez,en,detecttext_essay,40,en,1.0,0.0,0.0,0.0,0,,0.0,,1
324436,Dyke Hard,Dyke Hard,sv,detecttext_alllang,9,en,0.7661,0.0,0.0,0.0,0,,0.0,,1
324803,Hangman,Hangman,en,detecttext_essay,7,tl,1.0,0.0,0.0,0.0,1,0.0,0.0,,1
325039,Lady of Csejte,Кровавая леди Батори,ru,detecttext_alllang,14,cs,0.8505,0.3333,0.0,0.3333,1,0.3333,0.3333,,1
325338,This Is Not a Computer: The Making of Computer Hearts,This Is Not a Computer: The Making of Computer Hearts,en,detecttext_alllang,62,tl,0.4151,0.0,0.0,0.0,1,0.0,0.0,,1
326044,Kaidan Shin Mimibukuro,Kaidan Shin Mimibukuro,ja,detecttext_alllang,124,en,0.99,0.0,0.0,0.0,0,,0.0,,1
326086,Mr Rape's First Date,Mr Rape's First Date,,detecttext_essay,145,ht,0.4094,0.0,0.0,0.0,1,0.0,0.0,,1
326097,,,,detecttext_essay,56,en,0.7139,0.0,0.0,0.0,0,,0.0,,1
326441,Pernicious,Pernicious,en,detecttext_essay,10,en,0.9875,0.0,0.0,0.0,0,,0.0,,1
326968,Azazil: Düğüm,Azazil: Düğüm,tr,detecttext_alllang,384,tl,0.0993,0.0,0.0,0.0,1,0.0,0.0,,1
326999,Dinner with Family with Brett Gelman and Brett Gelman's Family,Dinner with Family with Brett Gelman and Brett Gelman's Family,,detecttext_essay,57,en,0.9835,0.3333,0.3333,0.3333,0,,0.3333,,1
327025,Amerikan Holocaust,Amerikan Holocaust,en,detecttext_essay,299,fi,0.2316,0.0,0.0,0.0,1,0.0,0.0,,1
327315,Bloodrunners,Bloodrunners,en,detecttext_essay,27,en,0.9566,0.0,0.0,0.0,0,,0.0,,1
327363,Fungicide,Fungicide,en,detecttext_essay,151,en,0.927,0.0,0.0,0.0,0,,0.0,,1
327651,Insectula!,Insectula!,en,detecttext_essay,10,en,0.8883,0.0,0.0,0.0,0,,0.0,,1
327674,The Invited,The Invited,en,detecttext_essay,65,en,0.9821,0.0,0.0,0.0,0,,0.0,,1
327815,Fangs,أنياب,ar,detecttext_alllang,191,ar,0.999,0.0,0.0,0.0,1,0.0,0.0,,1
328525,,,,detecttext_essay,48,en,0.9656,0.0,0.0,0.0,0,,0.0,,1
328526,,,,detecttext_essay,68,en,0.9023,0.0,0.0,0.0,0,,0.0,,1
328640,Baked Baby Jesus,Baked Baby Jesus,,detecttext_essay,47,en,0.9241,0.0,0.0,0.0,0,,0.0,,1
328676,Screaming Class,絶叫学級,ja,detecttext_alllang,32,fr,0.7884,0.0,0.0,0.0,1,0.0,0.0,,1
328947,The Death I Dreamed Of,Ο Θάνατος Που Ονειρεύτηκα,el,detecttext_alllang,477,tl,0.2977,0.25,0.0,0.25,1,0.25,0.25,,1
328975,Blood of the Iron Maiden,Blood of the Iron Maiden,en,detecttext_essay,32,en,0.3692,0.0,0.0,0.0,0,,0.0,,1
328988,Enigma de muerte,Enigma de muerte,es,detecttext_alllang,188,es,0.2246,0.3333,0.3333,0.3333,1,0.0,0.3333,,1
328989,,,,detecttext_essay,169,ro,0.121,0.0,0.0,0.0,0,,0.0,,1
329010,Emelie,Emelie,en,detecttext_essay,7,sv,0.8471,0.0,0.0,0.0,1,0.0,0.0,,1
329029,Gums,Gums,,detecttext_essay,72,en,0.9751,0.0,0.0,0.0,0,,0.0,,1
329033,Outrage,Ultraje,es,detecttext_alllang,340,es,0.7342,0.0,0.0,0.0,1,0.0,0.0,,1
329702,Swamp!,Swamp!,fr,detecttext_alllang,117,fr,0.9913,0.0,0.0,0.0,1,0.0,0.0,,1
329732,The Blood Sword of the 99th Virgin,九十九本目の生娘,ja,detecttext_alllang,63,en,0.9852,0.1667,0.0,0.1667,0,,0.1667,,1
329838,,,,detecttext_essay,173,en,0.2718,0.0,0.0,0.0,0,,0.0,,1
329877,The King Kong That Appeared in Edo,江戸に現れたキングコング,ja,detecttext_essay,5,en,0.01,0.0,0.0,0.0,0,,0.0,,1
329977,,,,detecttext_essay,70,,,0.0,0.0,0.0,0,,0.0,,1
330070,Terra Formars,テラフォーマーズ,ja,detecttext_alllang,12,gl,0.1994,0.0,0.0,0.0,1,0.0,0.0,,1
330215,Exile,Exile,en,detecttext_essay,69,en,0.8722,0.0,0.0,0.0,0,,0.0,,1
330259,Lucid,Lucid,en,detecttext_essay,492,en,0.5874,0.0,0.0,0.0,0,,0.0,,1
330266,Late Night Double Feature,Late Night Double Feature,en,detecttext_essay,28,en,0.9516,0.25,0.25,0.25,0,,0.25,,1
330530,Awaiting,Awaiting,en,detecttext_essay,8,en,0.9286,0.0,0.0,0.0,0,,0.0,,1
330980,Box Room,Box Room,en,detecttext_essay,222,en,0.9592,0.0,0.0,0.0,0,,0.0,,1
331020,The Cuckoo Clocks of Hell,The Cuckoo Clocks of Hell,en,detecttext_essay,83,en,0.6565,0.2,0.2,0.2,0,,0.2,,1
331156,Anabolyzer,Anabolyzer,en,detecttext_alllang,7,en,0.5241,0.0,0.0,0.0,0,,0.0,,1
331236,O Fim da Picada,O Fim da Picada,pt,detecttext_alllang,230,pt,0.9302,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
331740,Zombie Dollz,Zombie Dollz,en,detecttext_essay,148,en,0.2873,0.0,0.0,0.0,0,,0.0,,1
331827,Rouge Fougère,Rouge Fougère,en,detecttext_essay,296,fr,0.255,0.3333,0.3333,0.3333,1,0.0,0.3333,,1
331838,The Prophet Mimi,El Profeta Mimí,es,detecttext_alllang,94,es,0.8608,0.0,0.0,0.0,1,0.0,0.0,,1
332171,B14? 2,B14? 2,en,detecttext_alllang,45,en,0.9664,0.0,0.0,0.0,0,,0.0,,1
332452,Proving Ground 2,Полигон 2,en,detecttext_alllang,9,ru,0.5732,0.0,0.0,0.0,1,0.0,0.0,,1
332765,Reptoids Walk Among Us!,Reptoids Walk Among Us!,,detecttext_essay,134,en,0.9704,0.25,0.25,0.25,0,,0.25,,1
333072,Deadman Inferno,Z アイランド,ja,detecttext_alllang,213,en,0.3322,0.0,0.0,0.0,0,,0.0,,1
333322,It's a Beautiful Day,クソすばらしいこの世界,ja,detecttext_alllang,107,en,0.4575,0.3333,0.0,0.3333,0,,0.3333,,1
333416,Manuer,Manuer,en,detecttext_essay,4,fi,0.9958,0.0,0.0,0.0,1,0.0,0.0,,1
333442,Madness of Many,Madness of Many,en,detecttext_alllang,38,en,0.8878,0.0,0.0,0.0,0,,0.0,,1
333465,Alpha,A,el,detecttext_alllang,326,en,0.4728,0.0,0.0,0.0,0,,0.0,,1
334141,Badmouth,Badmouth,en,detecttext_essay,9,en,0.8163,0.0,0.0,0.0,0,,0.0,,1
334175,Sijjin,Siccîn,tr,detecttext_alllang,26,tr,0.9304,0.0,0.0,0.0,1,0.0,0.0,,1
334245,Altar,Altar,en,detecttext_essay,6,en,0.5878,0.0,0.0,0.0,0,,0.0,,1
334305,Hot Panties,Bragas calientes,es,detecttext_alllang,465,en,0.3539,0.0,0.0,0.0,0,,0.0,,1
334319,The Ghost from Hovrino,Призрак Из Ховрино,en,detecttext_essay,85,en,0.3418,0.25,0.0,0.25,0,,0.25,,1
334388,Baskın,Baskın,tr,detecttext_alllang,320,en,0.5853,0.0,0.0,0.0,0,,0.0,,1
334394,Baskin,Baskın: Karabasan,tr,detecttext_alllang,98,en,0.9251,0.0,0.0,0.0,0,,0.0,,1
334454,Drums O' Voodoo,Drums O' Voodoo,en,detecttext_essay,166,en,0.8666,0.0,0.0,0.0,0,,0.0,,1
334693,Hollow,Đoạt Hồn,vi,detecttext_alllang,453,en,0.3512,0.0,0.0,0.0,0,,0.0,,1
334895,Footsoldier,Footsoldier,en,detecttext_essay,17,en,0.365,0.0,0.0,0.0,0,,0.0,,1
334948,Insides,Insides,en,detecttext_essay,391,nl,0.1563,0.0,0.0,0.0,1,0.0,0.0,,1
335185,The Equinox...A Journey Into the Supernatural,The Equinox...A Journey Into the Supernatural,en,detecttext_essay,7,de,0.3669,0.2,0.2,0.2,1,0.2,0.2,,1
335393,Infernal,Infernal,en,detecttext_essay,33,en,0.9851,0.0,0.0,0.0,0,,0.0,,1
335572,The Grave Robbers,Profanadores de tumbas,es,detecttext_alllang,9,es,0.9518,0.0,0.3333,0.3333,1,0.0,0.3333,,1
335696,Survivors,Survivors,en,detecttext_essay,182,en,0.9679,0.0,0.0,0.0,0,,0.0,,1
335732,Silverhide,Silverhide,en,detecttext_essay,10,es,0.3538,0.0,0.0,0.0,1,0.0,0.0,,1
336107,Meat the Jones,Meat the Jones,,detecttext_essay,20,tl,0.2279,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
336295,Gutterballs 2: Balls Deep,Gutterballs 2: Balls Deep,en,detecttext_essay,11,en,0.5668,0.0,0.0,0.0,0,,0.0,,1
336357,Domo,Domo,es,detecttext_alllang,608,es,0.9813,0.0,0.0,0.0,1,0.0,0.0,,1
336453,Judas Ghost,Judas Ghost,en,detecttext_essay,94,en,0.9913,0.0,0.0,0.0,0,,0.0,,1
336659,Wewe,Wewe,id,detecttext_alllang,212,id,0.4386,0.0,0.0,0.0,1,0.0,0.0,,1
336796,Divine Changeling Enchantment,神州魑魅変,ja,detecttext_alllang,4,en,0.6208,0.0,0.0,0.0,0,,0.0,,1
336833,A Haunting in Cawdor,A Haunting in Cawdor,en,detecttext_essay,18,en,0.7143,0.3333,0.3333,0.3333,0,,0.3333,,1
336884,Dark Woods II,Villmark 2,no,detecttext_alllang,11,en,0.9599,0.3333,0.0,0.3333,0,,0.3333,,1
336906,Shock: Evil Entertainment,Shock - Diversão Diabólica,pt,detecttext_alllang,250,pt,0.4828,0.0,0.0,0.0,1,0.0,0.0,,1
336969,Doña Macabra,Doña Macabra,es,detecttext_alllang,286,es,0.4328,0.0,0.0,0.0,1,0.0,0.0,,1
337132,Black Hand,검은손,ko,detecttext_alllang,63,en,0.7266,0.0,0.0,0.0,0,,0.0,,1
337300,Evil Bong 420,Evil Bong 420,en,detecttext_essay,13,id,0.8871,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
337422,The 3-D Army,立體奇兵,zh,detecttext_alllang,108,en,0.2107,0.0,0.0,0.0,0,,0.0,,1
337989,Six She's and a He,Six She's and a He,en,detecttext_essay,202,en,0.9456,0.25,0.25,0.25,0,,0.25,,1
338224,Folies meurtrières,Folies meurtrières,fr,detecttext_alllang,104,fr,0.9626,0.0,0.0,0.0,1,0.0,0.0,,1
338284,See How They Run,โกยเถอะโยม,th,detecttext_alllang,132,en,0.8579,0.0,0.0,0.0,0,,0.0,,1
338394,Jack and Jill,Jack and Jill,en,detecttext_essay,433,en,0.3935,0.3333,0.3333,0.3333,0,,0.3333,,1
338676,Extinction,Extinction,en,detecttext_essay,10,en,0.9817,0.0,0.0,0.0,0,,0.0,,1
338730,Mind Games,Mind Games,en,detecttext_essay,9,da,0.848,0.0,0.0,0.0,1,0.0,0.0,,1
338751,Moor-Monster!,Moor-Monster!,de,detecttext_alllang,434,en,0.3939,0.0,0.0,0.0,0,,0.0,,1
339117,Kalpana,Kalpana,kn,detecttext_alllang,132,en,0.9622,0.0,0.0,0.0,0,,0.0,,1
339170,We Are Monsters,We Are Monsters,en,detecttext_essay,11,en,0.9543,0.0,0.0,0.0,0,,0.0,,1
339547,Jeruzalem,Jeruzalem,en,detecttext_essay,10,nl,0.6958,0.0,0.0,0.0,1,0.0,0.0,,1
339548,Monday Drama Land Gegege no Kitaro,月曜ドラマランド ゲゲゲの鬼太郎,ja,detecttext_alllang,35,en,0.3968,0.0,0.0,0.0,0,,0.0,,1
339925,Avunu 2,అవును 2,te,detecttext_alllang,6,en,0.7244,0.0,0.0,0.0,0,,0.0,,1
340011,The Blind Owl,بوف کور,fa,detecttext_alllang,91,ar,0.8493,0.0,0.0,0.0,1,0.0,0.0,,1
340018,Kick,Kick,en,detecttext_essay,439,en,0.5463,0.0,0.0,0.0,0,,0.0,,1
340032,Sammy,Sammy,en,detecttext_essay,116,en,0.99,0.0,0.0,0.0,0,,0.0,,1
340102,The New Mutants,The New Mutants,en,detecttext_essay,8,it,1.0,0.0,0.0,0.0,1,0.0,0.0,,1
340849,Strange Aeons: The Thing on the Doorstep,Strange Aeons: The Thing on the Doorstep,en,detecttext_essay,61,en,0.3655,0.3333,0.3333,0.3333,0,,0.3333,,1
341072,Recortadas,Recortadas,es,detecttext_alllang,39,fr,0.7568,0.0,0.0,0.0,1,0.0,0.0,,1
341218,Legend of Horror,Legend of Horror,en,detecttext_essay,15,sq,0.2787,0.3333,0.3333,0.3333,1,0.0,0.3333,,1
341322,Yamagata Scream,山形スクリーム,ja,detecttext_alllang,59,en,0.4399,0.0,0.0,0.0,0,,0.0,,1
341420,Demonte Colony,டிமான்டி காலனி,ta,detecttext_alllang,7,de,0.9915,0.0,0.0,0.0,1,0.0,0.0,,1
341467,Tarotsphere,Tarotsphere,en,detecttext_essay,31,en,0.9426,0.0,0.0,0.0,0,,0.0,,1
341987,,,,detecttext_essay,22,en,0.9991,0.0,0.0,0.0,0,,0.0,,1
342018,Children of the Devil,Anak Ng Demonyo,tl,detecttext_alllang,176,en,0.451,0.25,0.3333,0.3333,0,,0.3333,,1
342100,Vampire Holocaust,Vampire Holocaust,en,detecttext_essay,72,en,0.8515,0.0,0.0,0.0,0,,0.0,,1
342319,Ludo,Ludo,fo,detecttext_alllang,5,ca,0.3573,0.0,0.0,0.0,1,0.0,0.0,,1
342453,Day of Wrath,День гнева,ru,detecttext_alllang,235,ru,0.8747,0.0,0.0,0.0,1,0.3333,0.3333,,1
342724,Coulrophobia,Coulrophobia,en,detecttext_alllang,35,en,0.8192,0.0,0.0,0.0,0,,0.0,,1
342730,House of Whores,House of Whores,,detecttext_essay,289,en,0.8002,0.3333,0.3333,0.3333,0,,0.3333,,1
342991,Prognosis,Prognosis,en,detecttext_essay,136,en,0.346,0.0,0.0,0.0,0,,0.0,,1
343101,,,,detecttext_essay,191,en,0.9367,0.0,0.0,0.0,0,,0.0,,1
343336,Plot 7,Plot 7,en,detecttext_essay,94,et,0.3842,0.0,0.0,0.0,1,0.0,0.0,,1
343362,6-5=2,6-5=2,kn,detecttext_alllang,243,en,0.9518,0.0,0.0,0.0,0,,0.0,,1
343462,A Tricky Treat,A Tricky Treat,es,detecttext_alllang,629,en,0.8552,0.0,0.0,0.0,0,,0.0,,1
343476,Wolfman Chronicles,Wolfman Chronicles,en,detecttext_essay,25,en,0.7614,0.0,0.0,0.0,0,,0.0,,1
343478,Weedwolf,Weedwolf,en,detecttext_essay,40,en,0.9811,0.0,0.0,0.0,0,,0.0,,1
343493,Lycanthrope,Lycanthrope,en,detecttext_essay,30,en,0.911,0.0,0.0,0.0,0,,0.0,,1
343750,Dorchester's Revenge: The Return of Crinoline Head,Dorchester's Revenge: The Return of Crinoline Head,en,detecttext_essay,8,en,0.9589,0.0,0.0,0.0,0,,0.0,,1
343872,Channel 13,Channel 13,en,detecttext_essay,25,en,0.9955,0.0,0.0,0.0,0,,0.0,,1
344001,M Is for Malnutrition,M Is for Malnutrition,en,detecttext_essay,127,en,0.991,0.0,0.0,0.0,0,,0.0,,1
344142,Root,Root,en,detecttext_essay,77,en,0.7897,0.0,0.0,0.0,0,,0.0,,1
344459,Have Mercy,حرام عليك,ar,detecttext_alllang,109,ar,0.9998,0.0,0.0,0.0,1,0.0,0.0,,1
344559,3 Sisters,3 Sisters,en,detecttext_essay,13,en,0.9739,0.0,0.0,0.0,0,,0.0,,1
344760,,,,detecttext_essay,306,en,0.2259,0.0,0.0,0.0,0,,0.0,,1
345183,Woman Hunting Massacre Woods,ウーマン・ハンティング 殺戮の森,ja,detecttext_alllang,10,tl,0.9955,0.0,0.0,0.0,1,0.0,0.0,,1
345408,The Black Tower,The Black Tower,en,detecttext_essay,29,en,0.9997,0.3333,0.3333,0.3333,0,,0.3333,,1
345641,Cake of Blood,Pastel de sangre,es,detecttext_alllang,22,fr,0.2321,0.0,0.3333,0.3333,1,0.3333,0.3333,,1
346123,Soucouyant,Soucouyant,en,detecttext_essay,207,et,0.1522,0.0,0.0,0.0,1,0.0,0.0,,1
346196,Missing 44 The Final Stage,ミッシング44　ザ・ファイナルステージ,ja,detecttext_alllang,5,ja,0.3206,0.0,0.0,0.0,1,0.0,0.0,,1
346477,PDA Massacre,PDA Massacre,en,detecttext_essay,634,en,0.354,0.0,0.0,0.0,0,,0.0,,1
346764,Skyscraper Hunting,超高層ハンティング,ja,detecttext_alllang,128,pt,0.347,0.0,0.0,0.0,1,0.0,0.0,,1
346825,Scumbabies,Scumbabies,en,detecttext_essay,82,et,0.1328,0.0,0.0,0.0,1,0.0,0.0,,1
347089,The Vampire Sex Diaries,禁じられた旋律 処女にナニが起こったか,ja,detecttext_alllang,22,de,0.2464,0.0,0.0,0.0,1,0.0,0.0,,1
347196,,,,detecttext_essay,144,en,0.6526,0.0,0.0,0.0,0,,0.0,,1
347425,Manje',Manje',en,detecttext_essay,82,en,0.3813,0.0,0.0,0.0,0,,0.0,,1
347438,Kamara Kattu,கமரகட்டு,ta,detecttext_alllang,255,en,0.7931,0.0,0.0,0.0,0,,0.0,,1
347529,Island of the Evil Spirits,悪霊島,ja,detecttext_alllang,14,it,0.2418,0.0,0.0,0.0,1,0.0,0.0,,1
347855,Curtain,Curtain,en,detecttext_essay,47,en,0.9991,0.0,0.0,0.0,0,,0.0,,1
348049,Stealth Hunters,Stealth Hunters,en,detecttext_essay,14,en,0.9626,0.0,0.0,0.0,0,,0.0,,1
348195,Murder in Law,Murder in Law,en,detecttext_essay,129,en,0.997,0.3333,0.3333,0.3333,0,,0.3333,,1
348291,Trust Me U Die,新羔羊医生,cn,detecttext_alllang,96,pt,0.8764,0.0,0.0,0.0,1,0.0,0.0,,1
348312,Snake Charmer,Fen shou zhi du,cn,detecttext_alllang,6,it,0.7163,0.0,0.0,0.0,1,0.0,0.0,,1
348317,Flesh&Blood,Flesh&Blood,,detecttext_essay,69,en,0.8827,0.0,0.0,0.0,0,,0.0,,1
348320,Scream Week,Sneekweek,nl,detecttext_alllang,22,nl,0.6034,0.0,0.0,0.0,1,0.0,0.0,,1
348520,American Guinea Pig: Bloodshock,American Guinea Pig: Bloodshock,en,detecttext_essay,21,et,0.3978,0.25,0.25,0.25,1,0.25,0.25,,1
348523,Black Mass of the Nazi Sex Wizard,Black Mass of the Nazi Sex Wizard,en,detecttext_essay,125,en,0.8698,0.1429,0.1429,0.1429,0,,0.1429,,1
348760,The Werewolf Game: The Villagers Side,人狼ゲーム,ja,detecttext_alllang,104,eu,0.1785,0.0,0.0,0.0,1,0.0,0.0,,1
349046,The Harpies,Arpie,en,detecttext_essay,84,id,0.2797,0.0,0.0,0.0,1,0.0,0.0,,1
349200,Zero,ஜீரோ,ta,detecttext_alllang,23,en,0.7479,0.0,0.0,0.0,0,,0.0,,1
349437,Murder in the Doll House,乱れからくり,ja,detecttext_alllang,13,it,0.2418,0.0,0.0,0.0,1,0.0,0.0,,1
349795,Janara,Janara,it,detecttext_alllang,418,it,0.355,0.0,0.0,0.0,1,0.0,0.0,,1
349849,Kruel,Kruel,en,detecttext_essay,54,en,0.9663,0.0,0.0,0.0,0,,0.0,,1
350048,High Noon Ripper,真昼の切り裂き魔,ja,detecttext_alllang,4,jv,0.1769,0.0,0.0,0.0,1,0.0,0.0,,1
350616,The Divine Tragedies,The Divine Tragedies,en,detecttext_essay,14,en,0.9844,0.0,0.0,0.0,0,,0.0,,1
350916,Spidarlings,Spidarlings,en,detecttext_alllang,268,en,0.7086,0.0,0.0,0.0,0,,0.0,,1
351079,Goosebumps: The Movie,トリハダ ‐劇場版‐,ja,detecttext_alllang,173,en,0.5683,0.3333,0.0,0.3333,0,,0.3333,,1
351187,Knifepoint,Knifepoint,en,detecttext_essay,509,en,0.6696,0.0,0.0,0.0,0,,0.0,,1
