id,label,score,year,title,is_animal,is_creature
1192253,uncertain,0.266,2023,Daddy's Night,False,False
1192379,witch,0.509,2023,Hymn,False,True
1192405,ghost,0.704,2023,Ultra Violent Light,False,True
1192441,uncertain,0.307,2024,INTERLOPERS,False,False
1192564,ghost,0.522,2023,Camera Obscura,False,True
1192618,uncertain,0.306,2023,Spaghetti,False,False
1192676,uncertain,0.325,2023,"Dracula, The Monster",False,False
1192749,uncertain,0.236,2023,It Heads Home,False,False
1192793,uncertain,0.432,2023,Blood Line,False,False
1192794,uncertain,0.476,2024,Listen Carefully,False,False
1192828,uncertain,0.432,2023,Dark Haven,False,False
1192830,uncertain,0.245,2023,There Is No Sanctuary,False,False
1192867,uncertain,0.273,2023,Don't Run,False,False
1192906,uncertain,0.346,2023,The Eye,False,False
1192910,uncertain,0.25,2023,Plaggy Bag,False,False
1192916,uncertain,0.356,2023,Sandra Gets A New Fringe,False,False
1192961,uncertain,0.226,2023,Toad Boy,False,False
1192962,uncertain,0.294,2023,Killer Feet,False,False
1192970,uncertain,0.463,2023,You Have Reached Your Destination,False,False
1193038,uncertain,0.281,2023,Maya Valai,False,False
1193063,ghost,0.643,2023,Moving On,False,True
1193066,none,0.5,2023,Where Herb Went,False,False
1193155,uncertain,0.267,2023,XMAS,False,False
1193221,uncertain,0.415,2023,Sad Boyd Clones Dog: The Movie,False,False
1193278,uncertain,0.464,2023,Mystery Box,False,False
1193317,uncertain,0.28,2023,Bloodlust XXX,False,False
1193341,uncertain,0.183,2023,Walden,False,False
1193398,uncertain,0.305,2023,Fugue State,False,False
1193625,uncertain,0.222,2023,Floater,False,False
1193659,uncertain,0.276,2023,Die'ced,False,False
1193710,uncertain,0.459,2023,Desecration,False,False
1193776,werewolf,0.697,2023,The Quachita Beast Incident,False,True
1193824,uncertain,0.209,2025,Rabbit Trap,False,False
1193866,vampire,0.829,2023,Alice and the Vampire Queen,False,True
1193927,masked_killer,0.534,2023,When the Trash Man Knocks,False,True
1193969,uncertain,0.359,2024,Accidental Stars,False,False
1194019,uncertain,0.457,2023,As We Know It,False,False
1194185,werewolf,0.808,2023,Squatch Junkies,False,True
1194257,uncertain,0.202,2023,Night of the Insolent Vermin,False,False
1194372,uncertain,0.268,2024,Hiding Henry,False,False
1194420,uncertain,0.412,2024,Jason In Indianapolis: A Friday the 13th Tribute,False,False
1194437,uncertain,0.316,2023,Shadow,False,False
1194550,uncertain,0.327,2023,ALONE,False,False
1194644,skeleton,0.722,2023,Jacquilynn The Ripper,False,True
1194713,uncertain,0.444,2023,Flakka Zombie Drug,False,False
1194724,uncertain,0.298,2023,Bye-Bye,False,False
1194729,none,0.689,2023,Gamesmanship,False,False
1194732,uncertain,0.214,2023,To Fetch A Pail,False,False
1194742,uncertain,0.36,2023,Beyond Darkness,False,False
1194770,uncertain,0.235,2023,Lucid Dream,False,False
1194776,masked_killer,0.623,2024,Behave,False,True
1194784,uncertain,0.254,2023,Cul-de-sac,False,False
1194816,zombie,0.527,2023,Surviving a Week at the Real Conjuring House,False,True
1194829,none,0.564,2024,Secret Menu Beauty Pageant,False,False
1194909,none,0.508,2023,A Ghost Story for Christmas: Lot No. 249,False,False
1194955,demon,0.812,2023,Inhabitants,False,True
1194974,ghost,0.883,2023,Pinoy Ghost Tales,False,True
1195041,uncertain,0.275,2023,The Corpse Road,False,False
1195095,masked_killer,0.524,2024,Winemaker,False,True
1195103,uncertain,0.329,2023,Don't Do Anything Stupid,False,False
1195161,uncertain,0.433,2023,The Seance,False,False
1195314,uncertain,0.47,2023,Spooky Crew,False,False
1195339,uncertain,0.301,2023,Waking Madness,False,False
1195342,uncertain,0.278,2023,The Patrolman,False,False
1195581,uncertain,0.18,2023,An Occurrence in the Countryside,False,False
1195638,zombie,0.519,2025,Infernal,False,True
1195708,ghost,0.833,2023,Remains,False,True
1195780,uncertain,0.351,2023,That Damned Yellow Raincoat,False,False
1195782,uncertain,0.361,2023,The Price of Attention,False,False
1195853,demon,0.583,2023,Sanguine,False,True
1195859,uncertain,0.412,2023,ZIP,False,False
1195884,uncertain,0.302,2023,Twilight Time,False,False
1195969,none,0.633,2023,Ivan,False,False
1196067,uncertain,0.356,2025,Worldbreaker,False,False
1196081,uncertain,0.327,2023,The Dread,False,False
1196089,uncertain,0.276,2023,Sigil,False,False
1196289,uncertain,0.355,2023,It Stares Back,False,False
1196303,uncertain,0.386,2023,The Spaghetti Man,False,False
1196450,uncertain,0.456,2023,Son of Ghoul Log,False,False
1196454,uncertain,0.14,2023,Bedbugs Ate My Dreams!,False,False
1196497,uncertain,0.271,2023,Midnight Caller,False,False
1196555,uncertain,0.333,2024,A Cold Grave,False,False
1196599,uncertain,0.228,2023,A Bloody Mess,False,False
1196646,uncertain,0.363,2024,Camp Pleasant Lake,False,False
1196664,witch,0.541,2023,Biological Clock,False,True
1196674,uncertain,0.309,2025,We Harvest,False,False
1196782,zombie,0.623,2023,The Black Heart Collectors Club,False,True
1196810,uncertain,0.346,2024,you are seen.,False,False
1196911,snake,0.527,2023,Sheryl,True,True
1196980,uncertain,0.318,2024,The Lonely Man with the Ghost Machine,False,False
1197137,werewolf,0.589,2025,Black Phone 2,False,True
1197297,uncertain,0.442,2023,Hidden Above 2: The Mystery Unfolds,False,False
1197547,uncertain,0.328,2023,LGBT: Lethal Gay Butcher of Terror,False,False
1197655,uncertain,0.388,2023,Still Awake,False,False
1197659,uncertain,0.352,2023,Hide & Seek,False,False
1197699,uncertain,0.324,2023,E70,False,False
1197715,uncertain,0.308,2023,How We Play,False,False
1197721,uncertain,0.311,2023,Mallet,False,False
1197772,skeleton,0.68,2023,Peggy,False,True
1197830,witch,0.508,2024,Wild Eyed and Wicked,False,True
1197878,uncertain,0.281,2025,Edward Has A Tree Inside Him,False,False
1198167,uncertain,0.475,2023,Homo,False,False
1198231,uncertain,0.38,2023,COLD,False,False
1198239,uncertain,0.224,2023,Wake Up Frank,False,False
1198291,uncertain,0.469,2023,Lipstick,False,False
1198322,uncertain,0.258,2023,sade me,False,False
1198378,ghost,0.649,2023,Lunar Oddities,False,True
1198499,masked_killer,0.551,2023,Marked,False,True
1198591,uncertain,0.355,2023,The Monkey Man Halloween Spooktacular,False,False
1198618,none,0.589,2024,"Young Blondes, Stalked and Murdered",False,False
1198620,uncertain,0.342,2024,Carnage for Christmas,False,False
1198662,none,0.532,2023,From Above,False,False
1198688,uncertain,0.208,2023,CASSETTE,False,False
1198717,uncertain,0.252,2024,Blood Bitch Baby,False,False
1198728,uncertain,0.286,2023,Anomaly,False,False
1198782,uncertain,0.299,2023,Thread Tension,False,False
1198802,snake,0.888,2023,Eccentrip,True,True
1198809,uncertain,0.243,2023,Dropping,False,False
1198985,none,0.541,2023,LIKES,False,False
1198987,snake,0.94,2023,Fed,True,True
1199038,uncertain,0.465,2023,Midnight Snack,False,False
1199106,uncertain,0.221,2023,Splatterhouse: Jennifer Smells of Rot,False,False
1199389,uncertain,0.492,2024,Red Night at Skye's,False,False
1199568,uncertain,0.243,2023,Why I Stopped Babysitting,False,False
1199591,uncertain,0.193,2023,Mennonite's Bite,False,False
1199592,vampire,0.525,2023,Methferatu: Born in Blood,False,True
1199661,uncertain,0.137,2023,Stripped,False,False
1199869,witch,0.548,2025,Eye for an Eye,False,True
1199939,uncertain,0.266,2023,The Mantis,False,False
1199990,uncertain,0.21,2023,The Undead,False,False
1200005,uncertain,0.22,2023,Death Rumble,False,False
1200012,uncertain,0.467,2023,The Zombie Wedding,False,False
1200014,uncertain,0.341,2023,K-Bar Killer,False,False
1200042,uncertain,0.208,2023,Stay Out,False,False
1200055,clown,0.935,2023,Where The Clownfish Meets The Clown,False,True
1200221,uncertain,0.27,2023,The Innkeeper,False,False
1200225,uncertain,0.356,2023,At Both Ends,False,False
1200380,uncertain,0.233,2023,TRUE DARKNESS: REMNANTS,False,False
1200484,none,0.757,2023,When One Door Closes,False,False
1200512,zombie,0.779,2023,The Diamond Texter,False,True
1200519,ghost,0.545,2023,Spaghetti,False,True
1200554,zombie,0.604,2023,The Madness,False,True
1200677,uncertain,0.371,2023,Still Here,False,False
1200801,skeleton,0.714,2025,F Marry Kill,False,True
1200866,none,0.691,2024,The Only Child,False,False
1200877,uncertain,0.307,2023,Crow,False,False
1200912,uncertain,0.216,2023,Dispirited,False,False
1201107,uncertain,0.387,2023,D-409,False,False
1201175,none,0.756,2024,Pub House,False,False
1201176,uncertain,0.309,2024,Easter Bloody Easter,False,False
1201262,uncertain,0.371,2024,Grafted,False,False
1201296,uncertain,0.241,2023,What Lies Within,False,False
1201327,uncertain,0.274,2024,Tear My Heart To Sleep,False,False
1201338,skeleton,0.932,2024,Winter Island,False,True
1201357,uncertain,0.214,2023,Hammer A.D. 2023,False,False
1201485,uncertain,0.442,2023,"Goodnight, Billy",False,False
1201547,uncertain,0.334,2023,The Reclaimers,False,False
1201555,uncertain,0.309,2023,Scribbles from the Crypt: A Journal of Terror,False,False
1201621,ghost,0.755,2023,Pareidolia,False,True
1201697,uncertain,0.309,2024,Curse of the Sin Eater,False,False
1201734,clown,0.791,2024,Algea: God of Pain,False,True
1201753,uncertain,0.192,2024,Get Away,False,False
1201834,uncertain,0.163,2023,Black Santa,False,False
1201986,uncertain,0.279,2025,The Pitchfork Retreat,False,False
1202005,insect,0.64,2023,Invasive Species,True,True
1202021,uncertain,0.412,2023,Praegnans,False,False
1202107,uncertain,0.296,2025,Amityville Apt.,False,False
1202164,ghost,0.55,2024,Specter,False,True
1202188,zombie,0.723,2025,Crawlers,False,True
1202306,uncertain,0.3,2025,Hell House LLC: Lineage,False,False
1202338,uncertain,0.322,2023,The Lure,False,False
1202415,uncertain,0.438,2023,Kombucha!,False,False
1202479,uncertain,0.378,2025,Opus,False,False
1202563,skeleton,0.736,2024,bodybag,False,True
1202603,uncertain,0.33,2023,The Hunt,False,False
1202613,uncertain,0.42,2023,The Sorrow,False,False
1202736,uncertain,0.227,2023,Smile School,False,False
1202746,uncertain,0.425,2023,A Night Alone,False,False
1202770,ghost,0.511,2023,"Pablo, Honey!",False,True
1202830,uncertain,0.397,2023,Nightmare Prelude,False,False
1202859,uncertain,0.268,2024,The Girl in the Trunk,False,False
1202908,uncertain,0.424,2024,Gestation,False,False
1203312,uncertain,0.471,2023,The Pontianak,False,False
1203389,uncertain,0.208,2023,Alea,False,False
1203424,uncertain,0.34,2023,This Modern Love,False,False
1203595,clown,0.898,2023,Hellvira on the run,False,True
1203773,uncertain,0.414,2023,Haunted Locations,False,False
1203829,spider,0.689,2023,A Box Full of Spiders,True,True
1204055,uncertain,0.169,2023,Necro,False,False
1204419,uncertain,0.372,2023,Hell Squad,False,False
1204462,witch,0.713,2025,Dead in Love,False,True
1204650,witch,0.581,2024,Burnt Flowers,False,True
1204660,uncertain,0.233,2025,The Twin,False,False
1204761,uncertain,0.176,2023,Sanctuary,False,False
1204772,uncertain,0.255,2023,Synthwave Horror: Nosferatu,False,False
1204830,uncertain,0.276,2023,The First Floor,False,False
1204832,uncertain,0.492,2025,Entity,False,False
1204837,uncertain,0.302,2023,RubiK's Cube,False,False
1204881,uncertain,0.429,2024,Tenants,False,False
1204917,masked_killer,0.588,2025,Kung Fu Slayers,False,True
1204975,uncertain,0.292,2023,3AM,False,False
1204998,uncertain,0.304,2024,The Statement,False,False
1205044,uncertain,0.203,2023,Homicidium Cruentum,False,False
1205084,ghost,0.735,2023,Stalking,False,True
1205225,zombie,0.81,2025,Gates of Flesh,False,True
1205260,uncertain,0.184,2024,Convert This,False,False
1205315,uncertain,0.396,2023,Call Back,False,False
1205369,uncertain,0.439,2023,Mr. Sleepy,False,False
1205384,skeleton,0.825,2024,Cruel: The Cross Village Encounter,False,True
1205528,ghost,0.501,2023,One Night Only,False,True
1205656,uncertain,0.388,2025,Hallow Road,False,False
1205713,masked_killer,0.528,2023,The Fine Art,False,True
1205801,werewolf,0.551,2024,Tahoe Joe 2: The Sierra Nevada Bigfoot Conspiracy,False,True
1205811,uncertain,0.221,2023,Alternates,False,False
1205911,clown,0.535,2024,Slay Ride,False,True
1206083,uncertain,0.302,2025,Conjuring Tapes,False,False
1206189,uncertain,0.47,2023,Killer Vlog,False,False
1206589,uncertain,0.432,2024,The Activated Man,False,False
1206635,witch,0.86,2024,A Witch Lives In The Attic,False,True
1206701,werewolf,0.546,2023,Wendigo: The Wrath On Human Garbage,False,True
1206707,uncertain,0.463,2023,Daddy,False,False
1206726,zombie,0.941,2024,Unvexed,False,True
1206735,uncertain,0.245,2023,Flakkus,False,False
1206921,uncertain,0.298,2023,Authentic,False,False
1206956,uncertain,0.275,2023,The Fingernail Taker,False,False
1206989,werewolf,0.872,2024,Teddiscare,False,True
1206999,none,0.504,2023,The Foreverglades,False,False
1207019,uncertain,0.462,2023,The Drawing,False,False
1207024,none,0.526,2023,The Trunk,False,False
1207032,witch,0.555,2023,Confined,False,True
1207041,ghost,0.651,2023,Come and Swallow,False,True
1207044,uncertain,0.258,2023,Overnights,False,False
1207191,uncertain,0.32,2023,Old Time Radio: Your Move,False,False
1207292,uncertain,0.173,2023,Cadaverik,False,False
1207348,alien,0.681,2024,Alternate,False,True
1207434,bird,0.879,2023,"Birds, Beasts and Fishes",True,True
1207525,uncertain,0.211,2024,Down the Drain,False,False
1207556,uncertain,0.484,2023,Pumpkinstein,False,False
1207622,uncertain,0.248,2024,Salt Along the Tongue,False,False
1207637,uncertain,0.462,2024,Project Dorothy,False,False
1207655,uncertain,0.372,2023,The Pit,False,False
1207876,uncertain,0.402,2023,"In the house, alone",False,False
1207898,uncertain,0.437,2024,The Jack in the Box Rises,False,False
1207910,uncertain,0.377,2023,Work Dreams,False,False
1208002,uncertain,0.293,2024,The Prodigy,False,False
1208024,bird,0.809,2024,Sincerely Saul,True,True
1208069,uncertain,0.479,2024,"End All, Say All",False,False
1208130,shark,0.965,2024,Mountain Shark,True,True
1208134,alien,0.72,2024,Aliens Return,False,True
1208138,giant_monster,0.697,2024,Tsunami Sharks,False,True
1208186,uncertain,0.165,2023,Getaway: The Short Film,False,False
1208388,uncertain,0.172,2024,Noclip,False,False
1208392,ghost,0.562,2023,"Dude, There's a Body in the Closet",False,True
1208457,uncertain,0.409,2025,STZ,False,False
1208624,uncertain,0.173,2023,Stopping By The Country,False,False
1208629,ghost,0.664,2023,Body Dawn,False,True
1208704,demon,0.652,2024,Dagr,False,True
1208718,uncertain,0.261,2023,Bloody Frickin Mary,False,False
1208818,uncertain,0.319,2023,The Need,False,False
1208878,insect,0.948,2023,Butterfly Eyes,True,True
1209152,uncertain,0.373,2025,God Country,False,False
1209231,skeleton,0.757,2023,Killed Alive,False,True
1209323,uncertain,0.377,2023,The Dark Room,False,False
1209827,skeleton,0.75,2023,A Man Goes on a Killing Spree,False,True
1209859,uncertain,0.44,2023,Slumber Slaughter,False,False
1209893,uncertain,0.375,2024,The Estrogen Gospel,False,False
1209994,uncertain,0.24,2023,Error,False,False
1210035,uncertain,0.254,2023,You're All Gonna Die,False,False
1210251,uncertain,0.284,2023,Karate Ghost 2: Dojo of Death,False,False
1210253,uncertain,0.485,2023,Slice 2! Children of the Course,False,False
1210275,uncertain,0.217,2023,The Hunt,False,False
1210378,uncertain,0.361,2024,A Stranger in the Woods,False,False
1210441,uncertain,0.312,2023,Frankie,False,False
1210584,uncertain,0.329,2023,The Dark Sisters,False,False
1210727,uncertain,0.231,2024,Jeffrey's Hell,False,False
1210743,uncertain,0.305,2023,Nuts,False,False
1210816,ghost,0.588,2023,Portrait of a Decaying Mind,False,True
1210866,uncertain,0.299,2023,Don't Blink,False,False
1211117,uncertain,0.22,2024,Hi! You Are Currently Being Recorded,False,False
1211119,uncertain,0.184,2025,Grind,False,False
1211149,witch,0.528,2023,A Portrait of Elizabeth,False,True
1211157,uncertain,0.255,2023,The Girl with the Haunted Vagina,False,False
1211164,uncertain,0.338,2024,Of Dysphoria and Blood,False,False
1211207,uncertain,0.361,2023,Sucesos violentos en el baño de un recital,False,False
1211265,uncertain,0.322,2023,Algae,False,False
1211483,skeleton,0.993,2023,Skal: Fight for Survival,False,True
1211507,uncertain,0.191,2023,Ente,False,False
1211572,clown,0.732,2023,New Friend,False,True
1211728,demon,0.641,2023,100 Candles Game: The Last Possession,False,True
1211825,uncertain,0.354,2024,Solvent,False,False
1212137,ghost,0.789,2023,Superterranean,False,True
1212164,uncertain,0.21,2023,Face,False,False
1212255,uncertain,0.384,2023,Finger Food,False,False
1212329,uncertain,0.321,2023,Tales from Pandora's Box Vol. 3,False,False
1212340,uncertain,0.222,2023,A Post Production,False,False
1212416,uncertain,0.463,2023,The Haunting of Dalva House,False,False
1212742,skeleton,0.723,2025,The Rule of Jenny Pen,False,True
1212772,uncertain,0.263,2023,The Chirstman,False,False
1213114,uncertain,0.484,2024,Dream Creep,False,False
1213167,ghost,0.617,2023,The Intruder,False,True
1213452,uncertain,0.403,2023,Graveraiser,False,False
1213504,ghost,0.624,2023,WHEN THE CRICKETS STOP SINGING,False,True
1213507,uncertain,0.313,2023,You Promised,False,False
1213674,uncertain,0.479,2023,Crocodylus: Mating Season,False,False
1214040,uncertain,0.373,2023,Watch Me Sleep,False,False
1214140,giant_monster,0.641,2025,Monster Island,False,True
1214167,uncertain,0.172,2023,The Trial of a Salesman,False,False
1214222,ghost,0.571,2024,From One Speck to Another,False,True
1214421,ghost,0.765,2024,What's Wrong With You?,False,True
1214509,uncertain,0.42,2024,In a Violent Nature,False,False
1214555,uncertain,0.198,2024,Mosaic,False,False
1214625,uncertain,0.303,2023,The American Ripper,False,False
1214627,uncertain,0.281,2024,ULTIMUS EXITUS,False,False
1214657,ghost,0.559,2024,Shadow,False,True
1214658,none,0.728,2024,tape.,False,False
1214683,uncertain,0.244,2023,Legend of El Cucuy,False,False
1214699,uncertain,0.291,2024,Wieland,False,False
1214735,none,0.519,2023,Disposable,False,False
1214795,uncertain,0.395,2023,Angel Baby,False,False
1214919,uncertain,0.378,2023,Accessory to Murder,False,False
1215026,none,0.501,2024,The Coldness,False,False
1215042,uncertain,0.191,2023,Thin Skinned,False,False
1215077,uncertain,0.188,2025,Gazer,False,False
1215196,none,0.593,2023,The Midnight Caller,False,False
1215211,uncertain,0.437,2023,Strange Things Happen at the Weird House,False,False
1215227,demon,0.593,2024,Easter Evil,False,True
1215325,uncertain,0.182,2023,I Bring Joy,False,False
1215378,uncertain,0.224,2023,Goblin Mode,False,False
1215392,none,0.787,2023,Hard Cut,False,False
1215441,witch,0.677,2023,What Lies,False,True
1215707,uncertain,0.193,2025,All Alone Together,False,False
1215834,uncertain,0.397,2024,The Windigo,False,False
1215918,uncertain,0.28,2024,Blackwater Lane,False,False
1216103,werewolf,0.939,2024,Out Come the Wolves,False,True
1216191,witch,0.643,2024,Oddity,False,True
1216210,skeleton,0.93,2023,eVil Sublet,False,True
1216358,uncertain,0.397,2023,Sex Game,False,False
1216411,giant_monster,0.882,2024,Big Bad CGI Monsters,False,True
1216498,uncertain,0.281,2023,Lonesome Trailcam,False,False
1216554,uncertain,0.381,2023,Playland: A Dream-O-Vision Experience,False,False
1216559,demon,0.565,2023,DIABLO,False,True
1216572,uncertain,0.348,2023,After Hours,False,False
1216624,uncertain,0.333,2024,The Depths,False,False
1216645,none,0.609,2025,I Think I'm Alone Now,False,False
1216669,wolf_dog,0.568,2023,Mothership,True,True
1216784,uncertain,0.244,2024,Sunrise,False,False
1217098,uncertain,0.214,2023,The Looming,False,False
1217109,uncertain,0.296,2023,DEMONETIZED,False,False
1217391,uncertain,0.336,2023,Beautiful Stranger,False,False
1217495,uncertain,0.426,2023,Grampy,False,False
1217585,uncertain,0.49,2025,Outbreak,False,False
1217624,uncertain,0.425,2025,The Evolution of Horror Cinema Worldwide,False,False
1217647,witch,0.518,2024,Iconic,False,True
1217903,uncertain,0.351,2023,Korruption,False,False
1217939,uncertain,0.346,2023,Incubate,False,False
1217964,uncertain,0.472,2023,521 North Main Street,False,False
1217975,uncertain,0.142,2023,Smiley,False,False
1218092,uncertain,0.315,2023,Eyes Foward,False,False
1218112,uncertain,0.299,2023,"It's an Eldritch Horror, Charlie Brown!",False,False
1218176,uncertain,0.418,2025,The Marianas Web,False,False
1218245,werewolf,0.577,2024,Hellhounds,False,True
1218249,uncertain,0.201,2024,Cooking with Kiki,False,False
1218368,uncertain,0.215,2023,Asthenia,False,False
1218472,ghost,0.88,2024,Portrait of Fear,False,True
1218478,uncertain,0.345,2023,Lip Balm,False,False
1218487,uncertain,0.396,2023,Senses,False,False
1218489,witch,0.603,2023,Ritual for Love,False,True
1218493,uncertain,0.194,2025,Ick,False,False
1218653,uncertain,0.206,2023,the tearoom generation,False,False
1218704,uncertain,0.275,2023,The Holy Trinity,False,False
1218716,zombie,0.856,2023,Death And,False,True
1219156,uncertain,0.369,2023,He Sees You,False,False
1219259,uncertain,0.224,2023,The Reawakening,False,False
1219321,uncertain,0.386,2024,The Book Club,False,False
1219348,skeleton,0.5,2024,They Turned Us into Killers,False,True
1219483,uncertain,0.255,2023,"Blood Actually: A Murder, They Hope Mystery",False,False
1219520,vampire,0.778,2023,Marvin The Vampire,False,True
1219573,uncertain,0.22,2024,Light,False,False
1219580,uncertain,0.162,2023,FEAR,False,False
1219694,uncertain,0.375,2024,Binary,False,False
1220158,uncertain,0.386,2023,Deadly Display,False,False
1220229,uncertain,0.358,2023,The 12 Slays of Christmas: 2023 Edition,False,False
1220252,uncertain,0.278,2023,The Pointy Slippers,False,False
1220320,ghost,0.567,2023,Pseudo,False,True
1220445,ghost,0.733,2024,Desecrated,False,True
1220685,uncertain,0.233,2025,Avem,False,False
1220791,uncertain,0.214,2023,Cholo Zombies Monstro,False,False
1220808,demon,0.504,2025,The Monster Beneath Us,False,True
1221058,uncertain,0.334,2024,Urban Nightmares: A Found Footage Anthology,False,False
1221099,uncertain,0.442,2024,Road Kill,False,False
1221128,uncertain,0.315,2023,The Abduction,False,False
1221177,uncertain,0.223,2023,Redress,False,False
1221195,uncertain,0.204,2023,NAZAR,False,False
1221296,uncertain,0.309,2023,Kinked,False,False
1221415,skeleton,0.675,2024,Brute 1976,False,True
1221439,uncertain,0.494,2024,DANCING MAN,False,False
1221499,demon,0.93,2024,Blood Demons,False,True
1221596,uncertain,0.242,2023,The Mummy Murders,False,False
1221597,uncertain,0.364,2023,A Coffin of Stars,False,False
1221676,uncertain,0.488,2023,Case #23,False,False
1221726,uncertain,0.361,2023,The New Girl,False,False
1221947,uncertain,0.253,2023,Amityville Frankenstein,False,False
1222064,uncertain,0.272,2024,River of Blood,False,False
1222065,snake,0.751,2023,Ron,True,True
1222250,uncertain,0.256,2024,FRIDGE,False,False
1222319,uncertain,0.356,2024,The Silence Story,False,False
1222337,uncertain,0.267,2023,Serial Rabbit 7: Critical Rabbit Theory,False,False
1222378,demon,0.608,2024,Derelict,False,True
1222730,werewolf,0.859,2024,Arctic Hollow,False,True
1222894,uncertain,0.204,2024,Breaking Character,False,False
1222912,uncertain,0.378,2023,I Slay On Christmas,False,False
1223050,uncertain,0.274,2024,Roadkill,False,False
1223162,masked_killer,0.632,2023,The Last Samoan Zombie,False,True
1223170,ghost,0.674,2024,Bow 2: The Point of a Storm,False,True
1223338,uncertain,0.232,2024,Hishkenstien: After Dark,False,False
1223545,skeleton,0.977,2023,Sleepyman,False,True
1223664,uncertain,0.278,2024,Stitches,False,False
1224118,uncertain,0.445,2023,Rival,False,False
1224164,uncertain,0.331,2023,No Parpadees,False,False
1224207,uncertain,0.456,2023,Adventures in Bora Bora,False,False
1224327,uncertain,0.36,2024,Come Home,False,False
1224455,zombie,0.796,2025,Return To The Dark House Of Mystery,False,True
1224479,none,0.506,2023,Amityville Elevator,False,False
1224542,skeleton,0.556,2024,Unachievable Sound of Silence,False,True
1224563,zombie,0.894,2023,Spring Lakes,False,True
1224578,uncertain,0.394,2023,"Come In, Stranger",False,False
1224612,uncertain,0.253,2024,The Manson Sisters,False,False
1224971,uncertain,0.434,2023,Unrest in Peace,False,False
1225060,uncertain,0.313,2023,ITSHAN,False,False
1225067,ghost,0.607,2023,Silver Night,False,True
1225091,uncertain,0.349,2023,Sex Pervert Kills A Sasquach,False,False
1225202,uncertain,0.409,2025,Round the Decay,False,False
1225377,masked_killer,0.831,2024,The Mouse Trap,False,True
1225418,uncertain,0.346,2023,Polybius,False,False
1225557,werewolf,0.778,2023,Blood Moon,False,True
1225559,uncertain,0.212,2023,Prime,False,False
1225572,uncertain,0.292,2025,Screamboat,False,False
1225638,clown,0.991,2023,Ouija Clown,False,True
1225648,uncertain,0.305,2024,The Fort,False,False
1225699,uncertain,0.337,2025,BITE,False,False
1225768,none,0.728,2025,The Brooklyn Butcher,False,False
1225836,clown,0.637,2024,Escape from Eden,False,True
1225911,werewolf,0.531,2024,The Vanishing of S.S. Willie,False,True
1225964,uncertain,0.362,2024,The Manikin VHS,False,False
1225977,uncertain,0.378,2024,Last Night at Terrace Lanes,False,False
1226107,none,0.642,2024,Taped Up Familys,False,False
1226189,zombie,0.903,2024,Skater Zombies: The Villain,False,True
1226393,uncertain,0.201,2023,Killer Tales,False,False
1226417,uncertain,0.353,2024,You Cannot Speak,False,False
1226578,ghost,0.582,2024,Longlegs,False,True
1226617,uncertain,0.203,2024,The Salvages,False,False
1226626,uncertain,0.446,2023,Friendly Competition,False,False
1226762,uncertain,0.292,2024,The Last Five Days: The Freak Building,False,False
1226787,witch,0.772,2023,VIY: The Lost Tapes,False,True
1226840,uncertain,0.261,2024,Things Will Be Different,False,False
1226935,none,0.622,2023,CAM 13,False,False
1226960,uncertain,0.299,2023,Epiplaphobia,False,False
1226963,uncertain,0.456,2024,Beyond The Green,False,False
1227003,demon,0.713,2025,Shadow of God,False,True
1227299,werewolf,0.648,2023,Mark of the Werebeard,False,True
1227376,none,0.599,2024,"Cloth, Friendship & Brimstone",False,False
1227379,uncertain,0.493,2023,Opprobrium,False,False
1227615,uncertain,0.299,2023,The Tragedy of MacWonka,False,False
1227630,ghost,0.676,2023,Ancient Skeleton Joke,False,True
1227667,uncertain,0.32,2023,Good Night Sleep,False,False
1227709,uncertain,0.414,2024,Agonist,False,False
1227907,none,0.722,2023,Redgate,False,False
1227990,none,0.888,2024,Out of Plastic,False,False
1228051,masked_killer,0.604,2024,The Toxic Mask,False,True
1228057,uncertain,0.225,2025,The Household,False,False
1228128,uncertain,0.302,2024,Terrorise,False,False
1228246,uncertain,0.349,2025,Five Nights at Freddy's 2,False,False
1228463,uncertain,0.311,2023,Behind the Camera,False,False
1228803,uncertain,0.233,2024,Believer,False,False
1228813,uncertain,0.209,2025,Doctor Imperfect and the Perfect Man,False,False
1229244,uncertain,0.437,2025,The Seductress From Hell,False,False
1229248,uncertain,0.191,2024,Star.Wav,False,False
1229262,none,0.837,2024,I Don't Understand You,False,False
1229273,uncertain,0.363,2024,In Search of Fear,False,False
1229320,uncertain,0.232,2023,Buzz Kill,False,False
1229488,uncertain,0.27,2024,Dead Rabbit Skellington,False,False
1229576,clown,0.804,2024,Gacy: Serial Killer Next Door,False,True
1229586,uncertain,0.185,2024,Stutter,False,False
1229734,uncertain,0.185,2024,The Inn,False,False
1229793,skeleton,0.773,2023,Shell,False,True
1229799,uncertain,0.36,2023,Filming Hole,False,False
1229906,uncertain,0.225,2024,Family,False,False
1229910,uncertain,0.242,2025,Kryptic,False,False
1230021,uncertain,0.415,2023,New Skin,False,False
1230045,uncertain,0.206,2024,Hope Chest,False,False
1230046,uncertain,0.274,2024,The Bigfoot Prophecy,False,False
1230058,uncertain,0.265,2024,POSSUM,False,False
1230087,uncertain,0.292,2024,Delivery,False,False
1230205,clown,0.508,2023,Tunnel Vision,False,True
1230229,uncertain,0.355,2023,Funtime Diagnostics,False,False
1230391,uncertain,0.356,2024,The Bastard Son of Goatman,False,False
